,number,value,datetime_start,datetime_complete,duration,params_boosting,params_feature_fraction,params_learning_rate,params_num_leaves,params_other_rate,params_top_rate,user_attrs_test_error,user_attrs_train_error,user_attrs_uuid,state
209,209,0.3535528596187175,2021-10-14 15:32:44.771203,2021-10-14 15:32:45.078409,0 days 00:00:00.307206,goss,0.7718314918502385,0.00011883762146447892,430,0.47266422840424965,0.2915836695569045,0.3535528596187175,0.3414869029275809,371beebf-1fb4-40ec-ae84-46b37b9eaa08,COMPLETE
210,210,0.3535528596187175,2021-10-14 15:32:45.081414,2021-10-14 15:32:45.392940,0 days 00:00:00.311526,goss,0.6355873077142437,0.00017641431404975585,494,0.49505214926995866,0.24237922134809622,0.3535528596187175,0.3414869029275809,af512d5e-ecd2-4e3b-a050-34e0e709cb77,COMPLETE
211,211,0.3535528596187175,2021-10-14 15:32:45.394938,2021-10-14 15:32:45.681940,0 days 00:00:00.287002,goss,0.28568044591649727,0.31235793570003456,335,0.48738668225946163,0.1784526886550714,0.3535528596187175,0.3414869029275809,6723ef3f-c37c-44e5-bb85-07f0a51df081,COMPLETE
212,212,0.3535528596187175,2021-10-14 15:32:45.683939,2021-10-14 15:32:45.972939,0 days 00:00:00.289000,goss,0.6804009868217431,0.0003453252736775312,303,0.40000800210540083,0.19818015395586244,0.3535528596187175,0.3414869029275809,26f6f446-49a8-4aa1-8dbe-623a5e2c64b9,COMPLETE
213,213,0.3535528596187175,2021-10-14 15:32:45.974937,2021-10-14 15:32:46.262940,0 days 00:00:00.288003,goss,0.2943697714032546,0.0004220075613746626,366,0.44329663677834374,0.28930141187068686,0.3535528596187175,0.3414869029275809,f390775b-667d-41c2-9239-3b5eb4cffea6,COMPLETE
214,214,0.3535528596187175,2021-10-14 15:32:46.264939,2021-10-14 15:32:46.547936,0 days 00:00:00.282997,goss,0.7134578045313266,0.15891837936527717,336,0.4693882399540591,0.2550685386129803,0.3535528596187175,0.3414869029275809,2731d936-3ff6-46a9-b6d4-68cc77230c92,COMPLETE
215,215,0.3535528596187175,2021-10-14 15:32:46.549941,2021-10-14 15:32:46.846231,0 days 00:00:00.296290,goss,0.7528212768003386,0.0002900688122612286,350,0.3563521532266203,0.24144587221617939,0.3535528596187175,0.3414869029275809,909b86c5-7180-485b-8f19-8ab6d7b2bae1,COMPLETE
216,216,0.3535528596187175,2021-10-14 15:32:46.848230,2021-10-14 15:32:47.154299,0 days 00:00:00.306069,goss,0.35348985674822236,0.07770549720064455,386,0.46062191030727895,0.33000506267694124,0.3535528596187175,0.3414869029275809,8b00dafc-7e4a-4f38-afaf-5381c1855854,COMPLETE
217,217,0.3535528596187175,2021-10-14 15:32:47.156297,2021-10-14 15:32:47.453304,0 days 00:00:00.297007,goss,0.8193607182367291,0.08619251573998929,391,0.5318965523445598,0.22478656717025194,0.3535528596187175,0.3414869029275809,61339082-64b5-4281-bf4e-d1fa2d1b28e5,COMPLETE
218,218,0.3535528596187175,2021-10-14 15:32:47.455298,2021-10-14 15:32:47.791296,0 days 00:00:00.335998,goss,0.3262790721157165,0.06316829336374306,315,0.4125076851026527,0.2607837975710483,0.3535528596187175,0.3414869029275809,707e6e17-030c-48a3-b774-60029746455e,COMPLETE
219,219,0.3535528596187175,2021-10-14 15:32:47.793296,2021-10-14 15:32:48.089297,0 days 00:00:00.296001,goss,0.35400471485453955,0.10715581573627371,286,0.21413476521405525,0.27640284631258843,0.3535528596187175,0.3414869029275809,cc137607-5b24-41ea-a745-efc6cccb31a8,COMPLETE
220,220,0.3535528596187175,2021-10-14 15:32:48.092296,2021-10-14 15:32:48.391301,0 days 00:00:00.299005,goss,0.4383771777289213,0.067808567471248,180,0.4390910388869918,0.483620179737051,0.3535528596187175,0.3414869029275809,a0251d8a-2962-4127-a319-9efb7de9c7a1,COMPLETE
221,221,0.3535528596187175,2021-10-14 15:32:48.393298,2021-10-14 15:32:48.719969,0 days 00:00:00.326671,goss,0.37197522901284386,0.11873832445645838,186,0.2739749307194876,0.44323746241595485,0.3535528596187175,0.3414869029275809,ea076cc6-1e70-4dd5-9961-c516be90510e,COMPLETE
222,222,0.3535528596187175,2021-10-14 15:32:48.721969,2021-10-14 15:32:49.045506,0 days 00:00:00.323537,goss,0.3937022489708517,0.2210781392922735,161,0.04553302009836155,0.3313735984383839,0.3535528596187175,0.3414869029275809,fb74dd25-c828-448f-b8c1-0345993c0324,COMPLETE
223,223,0.3535528596187175,2021-10-14 15:32:49.048512,2021-10-14 15:32:49.357508,0 days 00:00:00.308996,goss,0.4792162815428442,0.049482401347895714,247,0.192843037876683,0.3055119784432416,0.3535528596187175,0.3414869029275809,abc30c16-000f-4b88-a50a-a5a2fb25f671,COMPLETE
224,224,0.3535528596187175,2021-10-14 15:32:49.360508,2021-10-14 15:32:49.691046,0 days 00:00:00.330538,goss,0.383839937247589,0.15609505070131863,240,0.02949665102288122,0.358694473771744,0.3535528596187175,0.3414869029275809,4f77386c-22f3-4a89-9e1b-4ea4b1109321,COMPLETE
225,225,0.3535528596187175,2021-10-14 15:32:49.694048,2021-10-14 15:32:49.987049,0 days 00:00:00.293001,goss,0.615687392843064,0.25517896260219625,148,0.5028664473849863,0.46930634953877176,0.3535528596187175,0.3414869029275809,042ff4a8-56c4-4a8b-b158-183c8a469443,COMPLETE
226,226,0.3535528596187175,2021-10-14 15:32:49.990046,2021-10-14 15:32:50.273046,0 days 00:00:00.283000,goss,0.5616088931644284,0.049838920526312995,233,0.4805908222708203,0.5129668368761128,0.3535528596187175,0.3414869029275809,65fb051c-9486-4f42-8ea4-4a95b7ecf9cb,COMPLETE
227,227,0.3535528596187175,2021-10-14 15:32:50.275044,2021-10-14 15:32:50.578043,0 days 00:00:00.302999,goss,0.41544075191284896,0.3920270171104183,261,0.4234122358632212,0.5756989154958588,0.3535528596187175,0.3414869029275809,a5678f3d-4933-4909-8ce0-66ce5148017e,COMPLETE
228,228,0.3535528596187175,2021-10-14 15:32:50.580050,2021-10-14 15:32:50.868117,0 days 00:00:00.288067,goss,0.5193114435998353,0.14173679880550757,285,0.018295650392200616,0.5587872637745788,0.3535528596187175,0.3414869029275809,26ec7730-c1d3-4633-950f-04b62d363f2b,COMPLETE
229,229,0.3535528596187175,2021-10-14 15:32:50.871119,2021-10-14 15:32:51.220118,0 days 00:00:00.348999,goss,0.45417962290606406,0.11501393449711064,267,0.3907289293697963,0.5978752685015823,0.3535528596187175,0.3414869029275809,23222b2b-ee66-4837-95ba-1eaca0f27ac2,COMPLETE
230,230,0.3535528596187175,2021-10-14 15:32:51.222120,2021-10-14 15:32:51.539121,0 days 00:00:00.317001,goss,0.5830891330430652,0.0739859641535412,92,0.09228484517402077,0.3223162203858872,0.3535528596187175,0.3414869029275809,0d12c6af-9eea-4b4a-aac4-dad7d0103e83,COMPLETE
231,231,0.3535528596187175,2021-10-14 15:32:51.541117,2021-10-14 15:32:51.850121,0 days 00:00:00.309004,goss,0.49550995506451856,0.09186992171109133,59,0.39514139258408004,0.5341533161709495,0.3535528596187175,0.3414869029275809,7d97bedf-32a7-4e83-ab9b-77090e38439e,COMPLETE
232,232,0.3535528596187175,2021-10-14 15:32:51.852117,2021-10-14 15:32:52.188120,0 days 00:00:00.336003,goss,0.07793707930685982,0.5221738801765003,129,0.12374180899698073,0.5643492647226321,0.3535528596187175,0.3414869029275809,faf206e1-4b16-4a89-a681-0d41b4838e6d,COMPLETE
233,233,0.3535528596187175,2021-10-14 15:32:52.192124,2021-10-14 15:32:52.508124,0 days 00:00:00.316000,goss,0.34341847279728,0.0584858312547977,356,0.09466825820061393,0.7020005554807691,0.3535528596187175,0.3414869029275809,4320817f-1b8c-4a77-ac1c-1758b527deb6,COMPLETE
234,234,0.3535528596187175,2021-10-14 15:32:52.512120,2021-10-14 15:32:52.813122,0 days 00:00:00.301002,goss,0.06181549796373019,0.01438657804387067,214,0.4467254801073825,0.5387080400781751,0.3535528596187175,0.3414869029275809,c734b376-a0b7-473c-9650-ce0e9083dbaa,COMPLETE
235,235,0.3535528596187175,2021-10-14 15:32:52.816119,2021-10-14 15:32:53.161123,0 days 00:00:00.345004,goss,0.075162975912548,0.0072456791772955095,751,0.4690154375914719,0.5235338129753089,0.3535528596187175,0.3414869029275809,529574a6-5b8a-4a0f-8993-a11daee826cf,COMPLETE
236,236,0.3535528596187175,2021-10-14 15:32:53.164122,2021-10-14 15:32:53.525215,0 days 00:00:00.361093,goss,0.1173785022026895,0.00563256026901916,770,0.1318924639309154,0.4940284994372121,0.3535528596187175,0.3414869029275809,3299c453-4d06-49b6-8b97-b451b1f44e15,COMPLETE
237,237,0.3535528596187175,2021-10-14 15:32:53.528217,2021-10-14 15:32:53.861219,0 days 00:00:00.333002,goss,0.11120521016110962,0.005066548789373878,761,0.10229669737346805,0.6111778920760864,0.3535528596187175,0.3414869029275809,6b7eb3db-33b4-4aca-8b7c-54d796a268a9,COMPLETE
238,238,0.3535528596187175,2021-10-14 15:32:53.863214,2021-10-14 15:32:54.194219,0 days 00:00:00.331005,goss,0.06718321751789855,0.004239084321124821,708,0.5220239315613803,0.46490509084552584,0.3535528596187175,0.3414869029275809,8e9d7f4b-1377-46aa-ab80-bb460cb3b52b,COMPLETE
239,239,0.3535528596187175,2021-10-14 15:32:54.196227,2021-10-14 15:32:54.513219,0 days 00:00:00.316992,goss,0.4202115430763437,0.008127727796622979,29,0.12326038244913681,0.7272763484012259,0.3535528596187175,0.3414869029275809,d874eacc-796d-459d-aec7-8f005fc5f136,COMPLETE
240,240,0.3535528596187175,2021-10-14 15:32:54.515217,2021-10-14 15:32:54.873219,0 days 00:00:00.358002,goss,0.03280808597689645,0.00964540524175402,698,0.3216643102609229,0.6777666042608953,0.3535528596187175,0.3414869029275809,2add506d-93f1-466c-9ccd-8a73784d3892,COMPLETE
241,241,0.3535528596187175,2021-10-14 15:32:54.875223,2021-10-14 15:32:55.221758,0 days 00:00:00.346535,goss,0.024378913044697845,0.0070392275015476215,780,0.21617583829109074,0.40691552093715433,0.3535528596187175,0.3414869029275809,68c839eb-38bc-4a17-b6f4-120acee251f4,COMPLETE
242,242,0.3535528596187175,2021-10-14 15:32:55.227757,2021-10-14 15:32:55.580761,0 days 00:00:00.353004,goss,0.051039666845386904,0.005521011311630125,10,0.25973599467735686,0.44146508896533915,0.3535528596187175,0.3414869029275809,3f397000-863c-4e13-b230-30f9d0b5a97a,COMPLETE
243,243,0.3535528596187175,2021-10-14 15:32:55.583762,2021-10-14 15:32:55.958876,0 days 00:00:00.375114,goss,0.015285435916334078,0.004415733054808043,717,0.35814872735067776,0.5800327343381233,0.3535528596187175,0.3414869029275809,854a6df8-cdfc-4030-8066-543bc6dda16d,COMPLETE
244,244,0.3535528596187175,2021-10-14 15:32:55.963891,2021-10-14 15:32:56.428950,0 days 00:00:00.465059,goss,0.0007743946086856725,0.017470494512282407,685,0.11735798132825771,0.7558695771709444,0.3535528596187175,0.3414869029275809,5acb3f68-5bc6-4460-8740-6695033ab48a,COMPLETE
245,245,0.3535528596187175,2021-10-14 15:32:56.430950,2021-10-14 15:32:56.831949,0 days 00:00:00.400999,goss,0.07964966630086098,0.043121375843789535,735,0.2197578170045935,0.7785926451320592,0.3535528596187175,0.3414869029275809,2da80867-86c7-4ebb-9d35-b6152311d07f,COMPLETE
246,246,0.3535528596187175,2021-10-14 15:32:56.833948,2021-10-14 15:32:57.116042,0 days 00:00:00.282094,goss,0.09557697866531559,0.011347740143644985,89,0.15200070386096215,0.629272104927056,0.3535528596187175,0.3414869029275809,7ef51d84-5dcc-4671-8c9c-2d72f321a9ef,COMPLETE
247,247,0.3535528596187175,2021-10-14 15:32:57.118040,2021-10-14 15:32:57.452580,0 days 00:00:00.334540,goss,0.09710858611569234,0.01334790378884226,753,0.09275592471058011,0.6522525425819663,0.3535528596187175,0.3414869029275809,b9b938e6-71e7-4398-ade7-ef0e7ae7f217,COMPLETE
248,248,0.3535528596187175,2021-10-14 15:32:57.455582,2021-10-14 15:32:57.765145,0 days 00:00:00.309563,gbdt,0.0545693445432396,0.0020960077646146407,883,,,0.3535528596187175,0.3414869029275809,b2c7509e-a3d7-4f74-907b-f9b3b32fd70f,COMPLETE
249,249,0.3535528596187175,2021-10-14 15:32:57.767144,2021-10-14 15:32:58.064687,0 days 00:00:00.297543,gbdt,0.042067332172522454,0.011712698882756601,708,,,0.3535528596187175,0.3414869029275809,685820af-4624-4be6-9c35-5300fd944348,COMPLETE
250,250,0.3535528596187175,2021-10-14 15:32:58.066687,2021-10-14 15:32:58.363687,0 days 00:00:00.297000,gbdt,0.12663715662793643,0.0025258911074804704,836,,,0.3535528596187175,0.3414869029275809,51f6c33f-d2bf-420b-b3eb-1aa6d9b4b295,COMPLETE
251,251,0.3535528596187175,2021-10-14 15:32:58.365685,2021-10-14 15:32:58.707688,0 days 00:00:00.342003,gbdt,0.20178963387362236,0.0023304746250112974,788,,,0.3535528596187175,0.3414869029275809,ef443960-c2b0-4c3e-95fd-290478316586,COMPLETE
252,252,0.3535528596187175,2021-10-14 15:32:58.709686,2021-10-14 15:32:59.029773,0 days 00:00:00.320087,gbdt,0.14768617047940985,0.0037765833769882605,858,,,0.3535528596187175,0.3414869029275809,628f8f0c-9a93-45e3-9a20-08a644cfdc0e,COMPLETE
253,253,0.3535528596187175,2021-10-14 15:32:59.032774,2021-10-14 15:32:59.340311,0 days 00:00:00.307537,gbdt,0.11629488347749994,0.038608273001102866,825,,,0.3535528596187175,0.3414869029275809,6058a7f9-c35a-4cd4-ac5e-4cdc41bb6ab0,COMPLETE
254,254,0.3535528596187175,2021-10-14 15:32:59.344307,2021-10-14 15:32:59.691848,0 days 00:00:00.347541,gbdt,0.1840792404512364,0.001809255961101136,857,,,0.3535528596187175,0.3414869029275809,0bd12113-70cb-4f4a-a452-1e6133ff3dd6,COMPLETE
255,255,0.3535528596187175,2021-10-14 15:32:59.694844,2021-10-14 15:33:00.075849,0 days 00:00:00.381005,gbdt,0.16039343746280751,0.001434571775590216,868,,,0.3535528596187175,0.3414869029275809,1a67df09-079c-418b-93ca-376f9d32113e,COMPLETE
256,256,0.3535528596187175,2021-10-14 15:33:00.077845,2021-10-14 15:33:00.404847,0 days 00:00:00.327002,gbdt,0.22931553762216117,0.01706163577027968,805,,,0.3535528596187175,0.3414869029275809,7ec598e1-011e-44d5-b628-313095895430,COMPLETE
257,257,0.3535528596187175,2021-10-14 15:33:00.407845,2021-10-14 15:33:00.718378,0 days 00:00:00.310533,gbdt,0.19167468757252515,0.006625727558093667,674,,,0.3535528596187175,0.3414869029275809,3d951d78-a17c-449f-978b-7bc8a5edb2ed,COMPLETE
258,258,0.3535528596187175,2021-10-14 15:33:00.721380,2021-10-14 15:33:01.026873,0 days 00:00:00.305493,gbdt,0.1678657890915024,0.008475959442615357,892,,,0.3535528596187175,0.3414869029275809,5c13006a-d532-48a7-8059-fda47c826ebe,COMPLETE
259,259,0.3535528596187175,2021-10-14 15:33:01.029873,2021-10-14 15:33:01.291873,0 days 00:00:00.262000,gbdt,0.029527385275912074,0.0012953082905028833,627,,,0.3535528596187175,0.3414869029275809,bb6b17e2-ac01-4857-becf-4c9a584424d4,COMPLETE
260,260,0.3535528596187175,2021-10-14 15:33:01.293872,2021-10-14 15:33:01.611953,0 days 00:00:00.318081,gbdt,0.05099439700840843,0.0017477195875116008,829,,,0.3535528596187175,0.3414869029275809,b3016f0c-51ee-4286-81b9-5642899ed57f,COMPLETE
261,261,0.3535528596187175,2021-10-14 15:33:01.613952,2021-10-14 15:33:01.968953,0 days 00:00:00.355001,gbdt,0.09346244575976008,0.001243397984752408,792,,,0.3535528596187175,0.3414869029275809,18857066-fce3-420d-a48e-3e0677111ed7,COMPLETE
262,262,0.3535528596187175,2021-10-14 15:33:01.970954,2021-10-14 15:33:02.263952,0 days 00:00:00.292998,gbdt,0.2180100891571827,0.00286819469203865,635,,,0.3535528596187175,0.3414869029275809,2b771d47-1628-4e51-a964-a5b191ac9aaf,COMPLETE
263,263,0.3535528596187175,2021-10-14 15:33:02.265949,2021-10-14 15:33:02.565957,0 days 00:00:00.300008,gbdt,0.15112892621969082,0.0009549147449012502,820,,,0.3535528596187175,0.3414869029275809,22df04bf-e876-44cc-a685-be6ef02fc814,COMPLETE
264,264,0.3535528596187175,2021-10-14 15:33:02.568953,2021-10-14 15:33:02.889958,0 days 00:00:00.321005,gbdt,0.000124891446767441,0.0021198313929188086,852,,,0.3535528596187175,0.3414869029275809,4add1662-09c6-4959-a27b-8873d6a643fa,COMPLETE
265,265,0.3535528596187175,2021-10-14 15:33:02.892963,2021-10-14 15:33:03.205950,0 days 00:00:00.312987,gbdt,0.18397561382938443,0.001486756848250611,898,,,0.3535528596187175,0.3414869029275809,da6d7a71-7c1c-40dd-b5e1-92226dbee254,COMPLETE
266,266,0.3535528596187175,2021-10-14 15:33:03.207951,2021-10-14 15:33:03.537951,0 days 00:00:00.330000,gbdt,0.12764030736375817,0.0009625911498019305,925,,,0.3535528596187175,0.3414869029275809,f0a0ed9b-73ec-44de-8adf-abb3e1f89bbe,COMPLETE
267,267,0.3535528596187175,2021-10-14 15:33:03.540952,2021-10-14 15:33:03.900957,0 days 00:00:00.360005,gbdt,0.26461214785822185,0.0010701668395836613,928,,,0.3535528596187175,0.3414869029275809,a17870b6-169f-4e82-ae3e-f2356708c1e5,COMPLETE
268,268,0.3535528596187175,2021-10-14 15:33:03.902963,2021-10-14 15:33:04.198957,0 days 00:00:00.295994,gbdt,0.931475226686771,0.0008156781584788494,612,,,0.3535528596187175,0.3414869029275809,90341a74-5bb7-468c-96a3-36540d447024,COMPLETE
269,269,0.3535528596187175,2021-10-14 15:33:04.200949,2021-10-14 15:33:04.472951,0 days 00:00:00.272002,gbdt,0.13961717530159762,0.0035279945346002057,593,,,0.3535528596187175,0.3414869029275809,99151c51-63b8-4088-8dd8-965482752dcd,COMPLETE
270,270,0.3535528596187175,2021-10-14 15:33:04.474951,2021-10-14 15:33:04.813961,0 days 00:00:00.339010,gbdt,0.9259154394656559,0.0011877568789613873,877,,,0.3535528596187175,0.3414869029275809,43f7c70a-def0-4142-962e-05b48c2e005c,COMPLETE
271,271,0.3535528596187175,2021-10-14 15:33:04.816954,2021-10-14 15:33:05.120035,0 days 00:00:00.303081,gbdt,0.2027847570005007,0.002093553323057936,582,,,0.3535528596187175,0.3414869029275809,939f25ac-c30d-4114-8c35-51a4bf55fcb3,COMPLETE
272,272,0.3535528596187175,2021-10-14 15:33:05.122036,2021-10-14 15:33:05.456038,0 days 00:00:00.334002,gbdt,0.9799191350958225,0.0007005793529203729,910,,,0.3535528596187175,0.3414869029275809,9450952b-766c-445f-9b55-39577973d770,COMPLETE
273,273,0.3535528596187175,2021-10-14 15:33:05.458036,2021-10-14 15:33:05.755037,0 days 00:00:00.297001,gbdt,0.9734951598035875,0.0008758368534962681,551,,,0.3535528596187175,0.3414869029275809,4061a6d9-31b9-449d-8428-e85df5e02e7b,COMPLETE
274,274,0.3535528596187175,2021-10-14 15:33:05.757036,2021-10-14 15:33:06.073034,0 days 00:00:00.315998,gbdt,0.1798006030470989,0.0015110520413844895,932,,,0.3535528596187175,0.3414869029275809,ad02a293-f409-4a27-8628-c62e83ce148a,COMPLETE
275,275,0.3535528596187175,2021-10-14 15:33:06.075035,2021-10-14 15:33:06.412038,0 days 00:00:00.337003,gbdt,0.8883737362958007,0.00012704097257275877,899,,,0.3535528596187175,0.3414869029275809,c168a3c9-a863-4464-b861-4caab52b1a83,COMPLETE
276,276,0.3535528596187175,2021-10-14 15:33:06.415038,2021-10-14 15:33:06.740586,0 days 00:00:00.325548,gbdt,0.950919554460753,0.001013167763184825,942,,,0.3535528596187175,0.3414869029275809,fd0d9928-075d-4e5d-8d76-8da2a858423a,COMPLETE
277,277,0.3535528596187175,2021-10-14 15:33:06.743584,2021-10-14 15:33:07.057717,0 days 00:00:00.314133,gbdt,0.9610361452801235,0.001283383246400462,843,,,0.3535528596187175,0.3414869029275809,680f6de5-e542-46c8-85d4-98c1e07d118b,COMPLETE
278,278,0.3535528596187175,2021-10-14 15:33:07.059716,2021-10-14 15:33:07.369718,0 days 00:00:00.310002,gbdt,0.8714886273119444,0.0006080292262278509,982,,,0.3535528596187175,0.3414869029275809,e72c4006-e1ad-4ed9-aac1-e230e12b1f2b,COMPLETE
279,279,0.3535528596187175,2021-10-14 15:33:07.371720,2021-10-14 15:33:07.644795,0 days 00:00:00.273075,gbdt,0.9190349037791372,0.00010390891172373866,536,,,0.3535528596187175,0.3414869029275809,1fe758b4-bbcc-4fd3-b544-13879f18a509,COMPLETE
280,280,0.3535528596187175,2021-10-14 15:33:07.646793,2021-10-14 15:33:07.918795,0 days 00:00:00.272002,gbdt,0.7869723707562365,0.0007144779792704989,549,,,0.3535528596187175,0.3414869029275809,4d7c8d75-c802-402f-8351-6f708e59145a,COMPLETE
281,281,0.3535528596187175,2021-10-14 15:33:07.921793,2021-10-14 15:33:08.197798,0 days 00:00:00.276005,gbdt,0.9378983375563626,0.00016243966890001007,423,,,0.3535528596187175,0.3414869029275809,7b8be0b5-163f-4c78-a873-e71f808b666c,COMPLETE
282,282,0.3535528596187175,2021-10-14 15:33:08.200791,2021-10-14 15:33:08.476794,0 days 00:00:00.276003,gbdt,0.7452408733307382,0.0002430559856095219,604,,,0.3535528596187175,0.3414869029275809,9b356113-ac74-47e6-9dea-6b02436f31a5,COMPLETE
283,283,0.3535528596187175,2021-10-14 15:33:08.478792,2021-10-14 15:33:08.754795,0 days 00:00:00.276003,gbdt,0.7758731552191199,0.000248354380953964,445,,,0.3535528596187175,0.3414869029275809,e9f9d937-d991-4db4-ae29-f9b6d44ce92b,COMPLETE
284,284,0.3535528596187175,2021-10-14 15:33:08.757796,2021-10-14 15:33:09.142336,0 days 00:00:00.384540,gbdt,0.8395080301477573,0.00016330886485090788,914,,,0.3535528596187175,0.3414869029275809,de7320fb-5ef3-462d-81bf-203559a5a237,COMPLETE
285,285,0.3535528596187175,2021-10-14 15:33:09.147343,2021-10-14 15:33:09.446436,0 days 00:00:00.299093,gbdt,0.21708519719751695,0.000287315666715676,568,,,0.3535528596187175,0.3414869029275809,1257e8ab-faec-43be-b3a1-cc571acc3285,COMPLETE
286,286,0.3535528596187175,2021-10-14 15:33:09.449429,2021-10-14 15:33:09.734967,0 days 00:00:00.285538,gbdt,0.24468472903081984,0.0001234541324987681,485,,,0.3535528596187175,0.3414869029275809,14dabe98-be01-4f71-bedc-805015ce60da,COMPLETE
287,287,0.3535528596187175,2021-10-14 15:33:09.737967,2021-10-14 15:33:10.132977,0 days 00:00:00.395010,gbdt,0.697215116019286,0.00014593625049283187,958,,,0.3535528596187175,0.3414869029275809,229b36a7-6fc6-4f97-8341-fa0a96db5125,COMPLETE
288,288,0.3535528596187175,2021-10-14 15:33:10.136971,2021-10-14 15:33:10.592519,0 days 00:00:00.455548,gbdt,0.8873010210258042,0.000863057979668793,513,,,0.3535528596187175,0.3414869029275809,05bd2d90-1e2b-417e-929d-cfc056ac23ac,COMPLETE
289,289,0.3535528596187175,2021-10-14 15:33:10.595519,2021-10-14 15:33:11.061317,0 days 00:00:00.465798,gbdt,0.27856918654028245,0.0007698121044292446,992,,,0.3535528596187175,0.3414869029275809,0410abf1-c1a4-4ac8-8e0d-50b2e1eb9e66,COMPLETE
290,290,0.3535528596187175,2021-10-14 15:33:11.064310,2021-10-14 15:33:11.393846,0 days 00:00:00.329536,gbdt,0.9035270101560232,0.0005817935526470975,318,,,0.3535528596187175,0.3414869029275809,e4fa6fdf-bdb4-40b8-9297-38b5ef66030e,COMPLETE
291,291,0.3535528596187175,2021-10-14 15:33:11.396844,2021-10-14 15:33:11.831842,0 days 00:00:00.434998,gbdt,0.911558662174731,0.0003436842407690918,338,,,0.3535528596187175,0.3414869029275809,db172e40-d049-491d-9e22-7e66c443dfeb,COMPLETE
292,292,0.3535528596187175,2021-10-14 15:33:11.834842,2021-10-14 15:33:12.388360,0 days 00:00:00.553518,gbdt,0.8669000305045687,0.0005276198665052292,360,,,0.3535528596187175,0.3414869029275809,81c5d744-165c-4459-a55e-bf3f135d7878,COMPLETE
293,293,0.3535528596187175,2021-10-14 15:33:12.390362,2021-10-14 15:33:12.779367,0 days 00:00:00.389005,gbdt,0.9536065970066672,0.0006364995898965457,334,,,0.3535528596187175,0.3414869029275809,23da67ca-1373-4e31-bc5e-d56e27f2e7b6,COMPLETE
294,294,0.3535528596187175,2021-10-14 15:33:12.781360,2021-10-14 15:33:13.073737,0 days 00:00:00.292377,gbdt,0.8243996434358027,0.00048720226576076176,375,,,0.3535528596187175,0.3414869029275809,e4382d93-f3ce-4562-8d71-a57c53eacd08,COMPLETE
295,295,0.3535528596187175,2021-10-14 15:33:13.076724,2021-10-14 15:33:13.416807,0 days 00:00:00.340083,gbdt,0.9994716262460249,0.0004447826338219647,979,,,0.3535528596187175,0.3414869029275809,ef74b656-77e7-4fd8-85b4-7f5d09115e3b,COMPLETE
296,296,0.3535528596187175,2021-10-14 15:33:13.419810,2021-10-14 15:33:13.710806,0 days 00:00:00.290996,gbdt,0.8248295148137074,0.00014986714628368133,467,,,0.3535528596187175,0.3414869029275809,7b7d33ea-f31f-4f71-9fff-edb44796af50,COMPLETE
297,297,0.3535528596187175,2021-10-14 15:33:13.713803,2021-10-14 15:33:13.984804,0 days 00:00:00.271001,gbdt,0.8547241068369617,0.00010477361254773959,530,,,0.3535528596187175,0.3414869029275809,850a80d6-acd9-4de7-a6e7-580e217c38f8,COMPLETE
298,298,0.3535528596187175,2021-10-14 15:33:13.987805,2021-10-14 15:33:14.271805,0 days 00:00:00.284000,gbdt,0.8820928749444535,0.07885744465056417,391,,,0.3535528596187175,0.3414869029275809,500da0f9-1bcb-4b66-b47f-518008eac9e6,COMPLETE
299,299,0.3535528596187175,2021-10-14 15:33:14.273802,2021-10-14 15:33:14.605808,0 days 00:00:00.332006,gbdt,0.8184664792911962,0.00036030204069498423,420,,,0.3535528596187175,0.3414869029275809,cb5b243c-95eb-46f0-ac0d-6dc136e6da0f,COMPLETE
300,300,0.3535528596187175,2021-10-14 15:33:14.607804,2021-10-14 15:33:14.924807,0 days 00:00:00.317003,gbdt,0.8030074694585557,0.0003131511226269755,448,,,0.3535528596187175,0.3414869029275809,694e1166-97fc-455f-bacc-e56adb2caeb5,COMPLETE
301,301,0.3535528596187175,2021-10-14 15:33:14.927804,2021-10-14 15:33:15.279803,0 days 00:00:00.351999,gbdt,0.8281088543117912,0.0004434379485381409,474,,,0.3535528596187175,0.3414869029275809,1435833e-1adb-425d-bf06-dcaa2983cf4b,COMPLETE
302,302,0.3535528596187175,2021-10-14 15:33:15.283805,2021-10-14 15:33:15.659810,0 days 00:00:00.376005,goss,0.8476204535167284,0.00020053010398801653,476,0.6162697360195788,0.14665949206005918,0.3535528596187175,0.3414869029275809,2565cf1b-b81b-4c6e-960d-73b91005a382,COMPLETE
303,303,0.3535528596187175,2021-10-14 15:33:15.662811,2021-10-14 15:33:16.017808,0 days 00:00:00.354997,gbdt,0.7694106019339806,0.00012309453911467456,964,,,0.3535528596187175,0.3414869029275809,4bb627b1-0405-49c7-9e82-ee7067ed703d,COMPLETE
304,304,0.3535528596187175,2021-10-14 15:33:16.022805,2021-10-14 15:33:16.359802,0 days 00:00:00.336997,goss,0.7918302849169423,0.21905346977186904,515,0.573442274976784,0.1157418508068406,0.3535528596187175,0.3414869029275809,b2770483-1ac8-4766-8509-06209584ab56,COMPLETE
305,305,0.3535528596187175,2021-10-14 15:33:16.361803,2021-10-14 15:33:16.660806,0 days 00:00:00.299003,goss,0.6556086265355143,0.00022953602662243553,502,0.5997027349074572,0.1553335913109898,0.3535528596187175,0.3414869029275809,384afa98-1360-4db7-9ec1-f368f0dd9234,COMPLETE
