iter	Logloss
373	0.4065766422
374	0.4064382767
375	0.4063974463
376	0.4063469097
377	0.4061616269
378	0.4061528302
379	0.4059871843
380	0.4059173386
381	0.40563726
382	0.4056188782
383	0.4052771106
384	0.4051517882
385	0.4049039424
386	0.4048148423
387	0.4046132979
388	0.4045566754
389	0.4045566555
390	0.4044913566
391	0.4044633338
392	0.4043581831
393	0.4038845509
394	0.4038308537
395	0.4037226462
396	0.4036154089
397	0.4033783833
398	0.4032998234
399	0.4032996205
400	0.4031278641
401	0.4029906941
402	0.4028166947
403	0.4026735818
404	0.4023676161
405	0.4022553295
406	0.402255313
407	0.4021041932
408	0.4020935554
409	0.4019841787
410	0.4019219943
411	0.4019110951
412	0.4016548766
413	0.4015623313
414	0.4013587538
415	0.4011595
416	0.4010256639
417	0.4007126679
418	0.4004671779
419	0.4002271774
420	0.4001167468
421	0.3999316842
422	0.3999233263
423	0.3999082258
424	0.3998096882
425	0.3996680322
426	0.3995030972
427	0.399414425
428	0.3991860342
429	0.3991860333
430	0.3990977838
431	0.399085862
432	0.3989738605
433	0.398890576
434	0.3985605895
435	0.3982566174
436	0.3981775057
437	0.3979188197
438	0.3977045852
439	0.3976849349
440	0.3976726193
441	0.397536181
442	0.3974974073
443	0.3971680018
444	0.397041279
445	0.3970300443
446	0.3970047299
447	0.3968009831
448	0.3966420561
449	0.3965244753
450	0.3963919673
451	0.3961377653
452	0.3959451768
453	0.3958227009
454	0.3955146317
455	0.3951953611
456	0.3951673152
457	0.3950233018
458	0.3949212267
459	0.3948190104
460	0.3946029074
461	0.3944584795
462	0.3943182259
463	0.3941918147
464	0.3941120155
465	0.3941120145
466	0.3941120057
467	0.3939962672
468	0.3938012519
469	0.3936432356
470	0.3936406574
471	0.393256036
472	0.3931706399
473	0.3930452465
474	0.3930357119
475	0.3927938529
476	0.392573721
477	0.3924660683
478	0.3922319958
479	0.3920242221
480	0.391855089
481	0.3917391979
482	0.3915074101
483	0.3913390648
484	0.3911207732
485	0.3909780101
486	0.3906469897
487	0.3902603311
488	0.3901063525
489	0.3900115835
490	0.3897617059
491	0.3895478365
492	0.3893503367
493	0.3891143084
494	0.3890020455
495	0.3889429771
496	0.388836791
497	0.3886534735
498	0.3885109949
499	0.3883462627
500	0.388150989
501	0.3880821619
502	0.3879557688
503	0.3878921533
504	0.3878757075
505	0.3877976391
506	0.3874811976
507	0.3873087029
508	0.3870735944
509	0.3869606152
510	0.3867457849
511	0.3867069908
512	0.3864684691
513	0.386315591
514	0.3863074197
515	0.3860916194
516	0.3859992761
517	0.3858843525
518	0.3856306121
519	0.3856250831
520	0.3855293824
521	0.3853923811
522	0.3852437618
523	0.3852174938
524	0.3851048896
525	0.3849904505
526	0.384881874
527	0.3847895578
528	0.3847832526
529	0.3847827387
530	0.3845956434
531	0.3844050826
532	0.3843101914
533	0.3840871088
534	0.3840146477
535	0.38374841
536	0.3837003893
537	0.383571754
538	0.3833771596
539	0.3832798781
540	0.3831001861
541	0.3830979657
542	0.3828846963
543	0.3825953185
544	0.3825778807
545	0.3823749095
546	0.3823729843
547	0.3821406407
548	0.3819884029
549	0.3818502691
550	0.3816845151
551	0.381563926
552	0.3815639253
553	0.3814171667
554	0.3812955434
555	0.3811951632
556	0.3810796338
557	0.3810796323
558	0.3809153615
559	0.3807840097
560	0.3807840028
561	0.3806248794
562	0.3804779904
563	0.3803822716
564	0.3803736361
565	0.3803736342
566	0.3802406275
567	0.3802144479
568	0.3800594144
569	0.3799247383
570	0.3796850991
571	0.3794675816
572	0.3793112806
573	0.3793112761
574	0.3790591372
575	0.3789526044
576	0.3788587946
577	0.3785292525
578	0.3784718566
579	0.3784581545
580	0.3783249985
581	0.3781334898
582	0.3781334845
583	0.3779908912
584	0.3779908757
585	0.3779453159
586	0.3779264401
587	0.3779197779
588	0.3778650987
589	0.3777039415
590	0.3777039363
591	0.3776185911
592	0.3775711202
593	0.3774818404
594	0.3773227633
595	0.377183877
596	0.3771821192
597	0.37705746
598	0.3770396585
599	0.3768852876
600	0.3768741545
601	0.3768015075
602	0.3766399061
603	0.3766030705
604	0.3764112166
605	0.3762820195
606	0.3761535417
607	0.3761225152
608	0.3759716386
609	0.3758307967
610	0.375716742
611	0.3755594778
612	0.3755558064
613	0.3753953626
614	0.3753270053
615	0.3751424064
616	0.3749925419
617	0.3749531276
618	0.3749458093
619	0.3747040072
620	0.37461341
621	0.3744203463
622	0.3743306761
623	0.3741260095
624	0.3740824195
625	0.3739308307
626	0.3739070957
627	0.373858751
628	0.3735468562
629	0.3735043723
630	0.3733992239
631	0.3732893575
632	0.3731937713
633	0.3731747673
634	0.3730758833
635	0.3730129043
636	0.3729974731
637	0.3728726096
638	0.3727644513
639	0.3725208349
640	0.3725146002
641	0.3724102387
642	0.3722758506
643	0.3721858522
644	0.3719834781
645	0.3718997963
646	0.3718280102
647	0.3716625182
648	0.3715689845
649	0.3714096648
650	0.3712362037
651	0.3712352851
652	0.3711331886
653	0.371130841
654	0.371056897
655	0.3709168259
656	0.3709066542
657	0.3705857255
658	0.3705060636
659	0.370426443
660	0.3703624356
661	0.3703624331
662	0.3702643806
663	0.3702552994
664	0.3700695945
665	0.3699335799
666	0.3699042681
667	0.3697116522
668	0.3695863504
669	0.3695173291
670	0.3694803232
671	0.3693780414
672	0.3692372637
673	0.3690907245
674	0.3689999394
675	0.3686850236
676	0.3686004062
677	0.368490363
678	0.3683142129
679	0.3682050138
680	0.3681990904
681	0.3680564948
682	0.368033919
683	0.3679385304
684	0.3676622432
685	0.3676115678
686	0.3675813601
687	0.3674817833
688	0.3673365534
689	0.3673058823
690	0.3671750774
691	0.3669277527
692	0.3669270915
693	0.3669251387
694	0.3668746891
695	0.3667984315
696	0.3667666289
697	0.3666795019
698	0.3666789043
699	0.3666673208
700	0.3665646146
701	0.3664400719
702	0.3663337704
703	0.366148576
704	0.3659683656
705	0.3657885201
706	0.3656677305
707	0.3655692759
708	0.3654609705
709	0.3652269592
710	0.3651386682
711	0.3651368021
712	0.3649958174
713	0.3648454861
714	0.364753738
715	0.3647492008
716	0.3646152638
717	0.3646101125
718	0.3645977642
719	0.3645976652
720	0.3644576897
721	0.3643271259
722	0.3642692699
723	0.3641493837
724	0.3639338062
725	0.3638008009
726	0.3637375849
727	0.3637357476
728	0.3636140639
729	0.3634078438
730	0.3633263718
731	0.3632951719
732	0.3631553651
733	0.3630880876
734	0.3630870497
735	0.3630366742
736	0.3630338012
737	0.362971679
738	0.3628295945
739	0.3628282445
740	0.3627236855
741	0.3625486594
742	0.362435091
743	0.3622773898
744	0.3622183409
745	0.3621349133
746	0.3620256208
747	0.3620228908
748	0.3620225485
749	0.3618626671
750	0.3617033086
751	0.3617027683
752	0.3616879439
753	0.3616649966
754	0.3615777327
755	0.3613790073
756	0.3613714183
757	0.3613314926
758	0.3613308422
759	0.3612006288
760	0.3611618027
761	0.3611569971
762	0.3611523026
763	0.3610561598
764	0.3609653224
765	0.3606312911
766	0.3605067801
767	0.3605045177
768	0.3605023208
769	0.3604929287
770	0.3604551415
771	0.360429609
772	0.3603081539
773	0.3601548307
774	0.3601525558
775	0.3600739175
776	0.3599544193
777	0.3598491334
778	0.3596570009
779	0.3594121607
780	0.3593206799
781	0.3593182164
782	0.3591277814
783	0.358988366
784	0.3589168306
785	0.3589147316
786	0.358790284
787	0.3585881698
788	0.3583996705
789	0.3583973131
790	0.358314117
791	0.3582202147
792	0.3582184427
793	0.3581350615
794	0.3578754047
795	0.3578737283
796	0.35779305
797	0.3577892413
798	0.3576868387
799	0.3575388973
800	0.3575363946
801	0.3575347736
802	0.3574184129
803	0.3573655792
804	0.3573376597
805	0.3571108516
806	0.3571097155
807	0.3569788127
808	0.3568186275
809	0.3567134862
810	0.3565373769
811	0.356442249
812	0.3564406473
813	0.3564174463
814	0.3564009654
815	0.3562614826
816	0.3562614677
817	0.35624876
818	0.3560701337
819	0.3559852331
820	0.355896321
821	0.3558953111
822	0.3558921903
823	0.3557811339
824	0.3555111741
825	0.3554419592
826	0.355425559
827	0.3553458582
828	0.3553403514
829	0.3552922421
830	0.3552362262
831	0.355133106
832	0.3551304767
833	0.355042314
834	0.3549287547
835	0.3548846722
836	0.3547369715
837	0.3546393986
838	0.3545420161
839	0.3544520982
840	0.3543431112
841	0.3543403435
842	0.3543383833
843	0.3541504439
844	0.3541454379
845	0.3541046396
846	0.3539939743
847	0.3538939759
848	0.3536736864
849	0.35360601
850	0.3535978967
851	0.3535520226
852	0.3535520145
853	0.3533937026
854	0.3533254167
855	0.3531360414
856	0.3529379742
857	0.3529261913
858	0.3528430885
859	0.3527243158
860	0.3527237695
861	0.3526460244
862	0.3525487691
863	0.3522637815
864	0.3521913782
865	0.3520130573
866	0.3520070005
867	0.3518820904
868	0.3517791616
869	0.3516858934
870	0.3516845044
871	0.3516149066
872	0.3514194871
873	0.3513071818
874	0.3511398938
875	0.351098342
876	0.3509519482
877	0.3508047173
878	0.3505759312
879	0.3504254762
880	0.3504095826
881	0.3503263784
882	0.3503087464
883	0.3502854789
884	0.350282401
885	0.3501547756
886	0.3501525849
887	0.3499668193
888	0.349739219
889	0.349672584
890	0.3494935062
891	0.3494860744
892	0.3494207615
893	0.3493301161
894	0.3492315011
895	0.3490951254
896	0.3489340005
897	0.348836516
898	0.3487932516
899	0.3486487424
900	0.3486487352
901	0.3486467768
902	0.3485963681
903	0.3484086188
904	0.3483469359
905	0.3482883391
906	0.3481730857
907	0.3479910864
908	0.347747651
909	0.3476688664
910	0.3474948126
911	0.3474167675
912	0.3474158047
913	0.3473208744
914	0.3471540815
915	0.3471509683
916	0.3471408257
917	0.3471408242
918	0.347138108
919	0.3471299635
920	0.3470099671
921	0.3470068954
922	0.3468192042
923	0.3466629857
924	0.3465530935
925	0.346548035
926	0.34649939
927	0.3464962979
928	0.3463982064
929	0.3463291763
930	0.3461575781
931	0.3460827346
932	0.3460809941
933	0.3459965312
934	0.3458963888
935	0.345731716
936	0.3456703291
937	0.345565489
938	0.3455303181
939	0.3453925505
940	0.3452856892
941	0.3451872353
942	0.3451119101
943	0.3451118986
944	0.3450241446
945	0.3449779458
946	0.3448885426
947	0.3448334513
948	0.3447180236
949	0.3447176083
950	0.3445437083
951	0.3443935267
952	0.3443901846
953	0.3442839084
954	0.3441826723
955	0.3440914455
956	0.34406864
957	0.3440086766
958	0.3438403642
959	0.3436823721
960	0.3435566693
961	0.3435517978
962	0.3434528149
963	0.3433710809
964	0.3432950666
965	0.343122044
966	0.3429894245
967	0.3428444983
968	0.3427663269
969	0.3426769152
970	0.3425588207
971	0.3423958905
972	0.3422004863
973	0.3421987383
974	0.3421095154
975	0.3420573443
976	0.3419176529
977	0.3419164348
978	0.3418014785
979	0.3416715808
980	0.34159679
981	0.3415652435
982	0.3414848006
983	0.3413666641
984	0.3412743366
985	0.3411726965
986	0.3410322934
987	0.3409412091
988	0.3408590738
989	0.340674225
990	0.3406345285
991	0.3405847195
992	0.3405838845
993	0.3405834384
994	0.3405212769
995	0.3404745459
996	0.3402454896
997	0.3401785458
998	0.3399438759
999	0.3398043554
