Date,Price,Open,High,Low,Vol.,Change %
2007-03-21,13.237,13.35,13.35,13.35,0.00K,-0.36%
2007-03-20,13.285,13.285,13.285,13.285,-,1.05%
2007-03-19,13.147,13.11,13.115,13.11,0.13K,0.15%
2007-03-16,13.127,13.06,13.12,13.035,0.01K,1.08%
2007-03-15,12.987,13.015,13.03,13.0,0.02K,1.94%
2007-03-14,12.74,12.64,12.77,12.64,0.24K,-0.96%
2007-03-13,12.863,12.89,12.95,12.775,0.03K,-0.94%
2007-03-12,12.985,12.885,12.91,12.87,0.03K,0.89%
2007-03-09,12.87,12.985,13.04,12.88,0.05K,-1.13%
2007-03-08,13.017,13.07,13.12,12.97,0.11K,0.13%
2007-03-07,13.0,12.91,13.02,12.88,0.09K,0.96%
2007-03-06,12.877,12.82,12.95,12.72,0.24K,1.87%
2007-03-05,12.64,12.86,12.89,12.47,0.21K,-1.60%
2007-03-02,12.845,13.635,13.64,12.705,0.53K,-5.06%
2007-03-01,13.53,14.23,14.305,13.45,1.14K,-4.04%
2007-02-28,14.1,14.165,14.385,13.98,1.80K,-3.06%
2007-02-27,14.545,14.715,14.72,14.04,22.08K,-0.99%
2007-02-26,14.69,14.69,14.69,14.69,-,0.69%
2007-02-23,14.589,14.65,14.65,14.65,0.00K,2.44%
2007-02-22,14.241,14.241,14.241,14.241,-,-0.12%
2007-02-21,14.258,14.258,14.258,14.258,-,3.23%
2007-02-20,13.812,13.812,13.812,13.812,-,-1.13%
2007-02-16,13.97,13.97,13.97,13.97,-,0.22%
2007-02-15,13.94,13.94,13.94,13.94,-,0.05%
2007-02-14,13.933,13.933,13.933,13.933,-,0.37%
2007-02-13,13.881,13.881,13.881,13.881,-,1.48%
2007-02-12,13.679,13.679,13.679,13.679,-,-1.44%
2007-02-09,13.879,13.81,13.81,13.81,0.00K,1.07%
2007-02-08,13.732,13.732,13.732,13.732,-,0.48%
2007-02-07,13.667,13.65,13.65,13.65,0.03K,0.27%
2007-02-06,13.63,13.63,13.63,13.63,-,0.85%
2007-02-05,13.515,13.515,13.515,13.515,-,1.41%
2007-02-02,13.327,13.3,13.3,13.3,0.02K,-2.52%
2007-02-01,13.672,13.62,13.62,13.615,0.06K,1.17%
2007-01-31,13.514,13.535,13.55,13.535,0.01K,1.46%
2007-01-30,13.319,13.319,13.319,13.319,0.00K,0.98%
2007-01-29,13.19,13.19,13.19,13.19,0.00K,-0.90%
2007-01-26,13.31,13.43,13.43,13.43,0.00K,-0.83%
2007-01-25,13.422,13.422,13.422,13.422,0.01K,1.67%
2007-01-24,13.201,13.165,13.17,13.08,0.01K,0.12%
2007-01-23,13.185,13.185,13.185,13.185,0.04K,2.01%
2007-01-22,12.925,12.865,12.865,12.855,0.12K,0.62%
2007-01-19,12.845,12.7,12.7,12.7,0.08K,1.88%
2007-01-18,12.608,12.608,12.608,12.608,-,-1.60%
2007-01-17,12.813,12.813,12.813,12.813,0.04K,2.18%
2007-01-16,12.54,12.54,12.54,12.54,0.09K,-2.02%
2007-01-12,12.798,12.798,12.798,12.798,0.02K,3.42%
2007-01-11,12.375,12.375,12.375,12.375,0.08K,0.20%
2007-01-10,12.35,12.35,12.35,12.35,-,-1.18%
2007-01-09,12.498,12.2,12.2,12.2,0.00K,1.94%
2007-01-08,12.26,12.25,12.25,12.25,0.12K,1.07%
2007-01-05,12.13,12.13,12.13,12.13,0.03K,-4.69%
2007-01-04,12.727,12.72,12.73,12.72,0.05K,1.37%
2007-01-03,12.555,12.555,12.555,12.555,0.29K,-2.05%
2007-01-02,12.818,12.818,12.818,12.818,0.00K,0.00%
2006-12-29,12.818,12.88,12.88,12.88,-,-0.04%
2006-12-28,12.823,12.74,12.8,12.74,0.06K,0.16%
2006-12-27,12.803,12.705,12.78,12.705,0.01K,1.59%
2006-12-26,12.603,12.62,12.75,12.6,0.11K,0.76%
2006-12-22,12.508,12.56,12.56,12.37,0.08K,1.21%
2006-12-21,12.358,12.495,12.495,12.35,0.17K,-1.22%
2006-12-20,12.51,12.5,12.68,12.5,0.01K,-0.48%
2006-12-19,12.57,12.41,12.58,12.41,0.02K,1.52%
2006-12-18,12.382,12.8,12.8,12.23,0.13K,-3.44%
2006-12-15,12.823,13.775,13.775,12.82,0.14K,-6.98%
2006-12-14,13.785,13.84,13.84,13.65,0.15K,0.28%
2006-12-13,13.747,13.59,13.68,13.59,0.24K,-0.48%
2006-12-12,13.813,13.83,13.84,13.77,0.10K,-0.27%
2006-12-11,13.85,13.715,13.88,13.66,0.21K,0.95%
2006-12-08,13.719,13.85,13.92,13.73,0.16K,-1.02%
2006-12-07,13.861,13.525,13.895,13.5,0.09K,1.81%
2006-12-06,13.615,13.7,13.81,13.535,0.07K,-1.66%
2006-12-05,13.845,14.095,14.14,13.81,0.14K,-1.54%
2006-12-04,14.061,14.185,14.185,13.945,0.30K,0.39%
2006-12-01,14.006,13.9,14.02,13.8,0.60K,0.58%
2006-11-30,13.925,13.55,14.0,13.54,2.10K,2.65%
2006-11-29,13.566,13.62,13.805,13.55,15.02K,-0.40%
2006-11-28,13.62,13.62,13.62,13.62,-,1.00%
2006-11-27,13.485,13.485,13.485,13.485,-,3.49%
2006-11-24,13.03,13.03,13.03,13.03,-,0.00%
2006-11-22,13.03,13.03,13.03,13.03,0.35K,-0.32%
2006-11-21,13.072,13.072,13.072,13.072,0.35K,2.76%
2006-11-20,12.721,12.721,12.721,12.721,-,-0.45%
2006-11-17,12.779,12.779,12.779,12.779,-,-1.11%
2006-11-16,12.922,12.922,12.922,12.922,0.19K,0.04%
2006-11-15,12.917,12.917,12.917,12.917,-,0.44%
2006-11-14,12.861,12.861,12.861,12.861,-,0.05%
2006-11-13,12.855,12.855,12.855,12.855,0.00K,-1.70%
2006-11-10,13.077,13.077,13.077,13.077,-,0.51%
2006-11-09,13.01,13.01,13.01,13.01,0.00K,4.02%
2006-11-08,12.507,12.507,12.507,12.507,0.13K,-0.96%
2006-11-07,12.628,12.628,12.628,12.628,-,-0.67%
2006-11-06,12.713,12.713,12.713,12.713,-,1.02%
2006-11-03,12.585,12.585,12.585,12.585,0.06K,-0.10%
2006-11-02,12.598,12.598,12.598,12.598,0.05K,1.46%
2006-11-01,12.417,12.417,12.417,12.417,0.21K,1.68%
2006-10-31,12.212,12.212,12.212,12.212,-,0.14%
2006-10-30,12.195,12.195,12.195,12.195,-,1.50%
2006-10-27,12.015,12.015,12.015,12.015,-,-1.27%
2006-10-26,12.17,12.17,12.17,12.17,-,2.96%
2006-10-25,11.82,11.82,11.82,11.82,0.01K,0.34%
2006-10-24,11.78,11.78,11.78,11.78,0.00K,1.55%
2006-10-23,11.6,11.6,11.6,11.6,-,-2.44%
2006-10-20,11.89,11.89,11.89,11.89,-,-1.61%
2006-10-19,12.085,12.085,12.085,12.085,0.14K,2.91%
2006-10-18,11.743,11.743,11.743,11.743,-,0.38%
2006-10-17,11.698,11.698,11.698,11.698,0.01K,-1.10%
2006-10-16,11.828,11.828,11.828,11.828,-,1.98%
2006-10-13,11.598,11.598,11.598,11.598,-,2.68%
2006-10-12,11.295,11.295,11.295,11.295,-,0.44%
2006-10-11,11.245,11.28,11.28,11.28,0.00K,0.99%
2006-10-10,11.135,11.135,11.135,11.135,-,-1.72%
2006-10-09,11.33,11.33,11.33,11.33,-,2.21%
2006-10-06,11.085,11.03,11.03,11.03,0.00K,0.96%
2006-10-05,10.98,11.03,11.03,11.03,0.03K,2.57%
2006-10-04,10.705,10.705,10.705,10.705,-,-2.28%
2006-10-03,10.955,10.955,10.955,10.955,-,-5.15%
2006-10-02,11.55,11.55,11.55,11.55,-,0.87%
2006-09-29,11.45,11.45,11.45,11.45,-,-1.67%
2006-09-28,11.645,11.645,11.645,11.645,-,0.39%
2006-09-27,11.6,11.61,11.61,11.6,0.08K,1.80%
2006-09-26,11.395,11.3,11.45,11.3,0.05K,1.59%
2006-09-25,11.217,11.217,11.217,11.217,-,0.13%
2006-09-22,11.202,11.24,11.24,11.24,0.01K,0.58%
2006-09-21,11.137,11.0,11.1,10.94,0.02K,1.00%
2006-09-20,11.027,11.0,11.0,11.0,0.01K,1.82%
2006-09-19,10.83,11.2,11.2,11.2,0.01K,-3.09%
2006-09-18,11.175,10.95,11.1,10.84,0.03K,3.86%
2006-09-15,10.76,10.815,10.815,10.45,0.07K,-0.69%
2006-09-14,10.835,11.28,11.28,10.98,0.02K,-2.26%
2006-09-13,11.085,10.98,11.25,10.98,0.04K,0.54%
2006-09-12,11.025,11.16,11.31,10.97,0.08K,-0.75%
2006-09-11,11.108,11.805,11.805,11.15,0.16K,-8.67%
2006-09-08,12.163,12.61,12.61,11.98,0.26K,-3.18%
2006-09-07,12.563,13.045,13.045,12.51,0.14K,-3.84%
2006-09-06,13.065,12.95,13.22,12.925,0.24K,0.46%
2006-09-05,13.005,12.97,13.26,12.915,0.26K,0.39%
2006-09-01,12.955,12.87,13.0,12.8,1.59K,0.43%
2006-08-31,12.9,12.515,12.93,12.475,2.46K,3.22%
2006-08-30,12.498,12.15,12.51,12.15,11.91K,2.93%
2006-08-29,12.142,12.142,12.142,12.142,-,1.07%
2006-08-28,12.014,12.014,12.014,12.014,-,-2.79%
2006-08-25,12.359,12.359,12.359,12.359,0.00K,0.50%
2006-08-24,12.297,12.297,12.297,12.297,0.11K,-1.61%
2006-08-23,12.498,12.498,12.498,12.498,-,2.07%
2006-08-22,12.245,12.245,12.245,12.245,-,-0.65%
2006-08-21,12.325,12.325,12.325,12.325,-,2.62%
2006-08-18,12.01,12.01,12.01,12.01,0.03K,0.31%
2006-08-17,11.973,11.973,11.973,11.973,0.17K,-2.33%
2006-08-16,12.259,12.259,12.259,12.259,0.06K,1.68%
2006-08-15,12.056,12.056,12.056,12.056,-,-0.59%
2006-08-14,12.128,12.128,12.128,12.128,-,2.32%
2006-08-11,11.853,11.853,11.853,11.853,0.11K,-1.80%
2006-08-10,12.07,12.2,12.2,12.2,0.12K,-3.67%
2006-08-09,12.53,12.53,12.53,12.53,-,2.54%
2006-08-08,12.22,12.22,12.22,12.22,-,-0.08%
2006-08-07,12.23,12.23,12.23,12.23,-,-1.69%
2006-08-04,12.44,12.44,12.44,12.44,-,3.28%
2006-08-03,12.045,12.045,12.045,12.045,0.11K,-1.29%
2006-08-02,12.203,12.203,12.203,12.203,-,4.34%
2006-08-01,11.695,11.695,11.695,11.695,-,3.27%
2006-07-31,11.325,11.325,11.325,11.325,-,0.04%
2006-07-28,11.32,11.32,11.32,11.32,0.00K,-0.18%
2006-07-27,11.34,11.15,11.45,11.15,0.06K,2.81%
2006-07-26,11.03,11.0,11.0,10.95,0.03K,1.24%
2006-07-25,10.895,10.905,10.905,10.84,0.02K,0.23%
2006-07-24,10.87,10.78,10.78,10.76,0.23K,0.79%
2006-07-21,10.785,11.15,11.15,11.15,0.03K,-2.00%
2006-07-20,11.005,11.22,11.22,11.22,0.08K,-0.45%
2006-07-19,11.055,10.87,10.9,10.87,0.02K,5.74%
2006-07-18,10.455,10.915,11.0,10.65,0.02K,-5.04%
2006-07-17,11.01,11.5,11.67,11.489,0.17K,-3.84%
2006-07-14,11.45,11.63,11.63,11.49,0.04K,0.39%
2006-07-13,11.405,11.63,11.63,11.355,0.10K,-0.61%
2006-07-12,11.475,11.45,11.78,11.45,0.12K,0.04%
2006-07-11,11.47,10.98,11.44,10.98,0.03K,3.99%
2006-07-10,11.03,11.145,11.15,10.945,0.03K,-2.60%
2006-07-07,11.325,11.5,11.52,11.28,0.09K,-1.58%
2006-07-06,11.507,11.29,11.5,11.185,0.46K,1.52%
2006-07-05,11.335,11.245,11.39,11.16,0.55K,4.63%
2006-07-03,10.833,10.86,10.995,10.86,1.22K,0.00%
2006-06-30,10.833,10.3,11.05,10.3,0.15K,4.84%
2006-06-29,10.333,10.18,10.5,10.13,13.64K,1.82%
2006-06-28,10.148,10.148,10.148,10.148,0.03K,-0.36%
2006-06-27,10.185,10.185,10.185,10.185,-,-0.43%
2006-06-26,10.229,10.229,10.229,10.229,0.03K,-0.41%
2006-06-23,10.271,10.271,10.271,10.271,0.06K,0.75%
2006-06-22,10.195,10.195,10.195,10.195,0.02K,-1.97%
2006-06-21,10.4,10.4,10.4,10.4,-,1.46%
2006-06-20,10.25,9.87,9.87,9.87,0.21K,3.03%
2006-06-19,9.949,9.949,9.949,9.949,-,-1.59%
2006-06-16,10.11,10.11,10.11,10.11,-,1.61%
2006-06-15,9.95,10.07,10.07,10.05,0.00K,2.50%
2006-06-14,9.707,9.75,9.79,9.75,0.00K,1.17%
2006-06-13,9.595,9.595,9.595,9.595,0.08K,-13.05%
2006-06-12,11.035,11.035,11.035,11.035,0.03K,-1.27%
2006-06-09,11.177,11.177,11.177,11.177,-,1.22%
2006-06-08,11.042,11.042,11.042,11.042,-,-6.87%
2006-06-07,11.857,11.755,11.8,11.44,0.09K,0.44%
2006-06-06,11.805,11.62,11.62,11.62,0.14K,-3.59%
2006-06-05,12.245,12.1,12.14,12.1,0.01K,1.74%
2006-06-02,12.035,12.035,12.035,12.035,0.08K,1.56%
2006-06-01,11.85,11.85,11.85,11.85,0.05K,-4.42%
2006-05-31,12.398,12.398,12.398,12.398,0.06K,-4.73%
2006-05-30,13.013,13.05,13.05,13.05,0.03K,2.67%
2006-05-26,12.675,12.48,12.48,12.46,-,1.08%
2006-05-25,12.54,12.45,12.59,12.45,0.04K,0.72%
2006-05-24,12.45,12.845,12.85,12.485,0.35K,-4.96%
2006-05-23,13.1,12.505,13.05,12.35,0.67K,6.03%
2006-05-22,12.355,12.28,12.4,12.2,0.42K,0.64%
2006-05-19,12.277,12.6,12.6,12.0,0.18K,-1.29%
2006-05-18,12.437,12.98,13.19,12.45,0.04K,-5.47%
2006-05-17,13.157,13.45,13.68,12.95,0.14K,-2.19%
2006-05-16,13.452,13.18,13.24,13.18,0.11K,1.56%
2006-05-15,13.246,13.28,13.4,13.1,0.10K,-6.36%
2006-05-12,14.146,14.77,14.81,14.2,0.07K,-4.72%
2006-05-11,14.846,14.21,14.97,14.21,0.17K,4.62%
2006-05-10,14.191,14.34,14.39,14.2,0.03K,-1.27%
2006-05-09,14.374,13.59,14.38,13.59,0.98K,5.10%
2006-05-08,13.677,13.82,13.875,13.34,0.16K,-0.83%
2006-05-05,13.792,13.82,13.99,13.69,0.14K,0.41%
2006-05-04,13.735,13.57,14.07,13.57,0.82K,0.23%
2006-05-03,13.704,14.09,14.3,13.0,0.80K,-2.88%
2006-05-02,14.11,13.875,14.12,13.67,0.68K,1.86%
2006-05-01,13.852,13.58,13.95,13.42,0.73K,2.53%
2006-04-28,13.51,12.5,13.76,12.4,6.65K,8.34%
2006-04-27,12.47,12.855,13.15,12.19,16.04K,-2.65%
2006-04-26,12.81,12.81,12.81,12.81,-,2.03%
2006-04-25,12.555,12.67,12.67,12.67,0.00K,6.65%
2006-04-24,11.772,11.772,11.772,11.772,0.01K,-9.20%
2006-04-21,12.965,12.965,12.965,12.965,0.69K,3.64%
2006-04-20,12.51,12.51,12.51,12.51,0.11K,-13.72%
2006-04-19,14.499,14.499,14.499,14.499,0.00K,5.37%
2006-04-18,13.76,13.55,13.55,13.5,0.01K,3.15%
2006-04-17,13.34,13.2,13.2,13.2,0.19K,3.99%
2006-04-13,12.828,12.828,12.828,12.828,0.00K,1.52%
2006-04-12,12.636,12.636,12.636,12.636,0.00K,0.50%
2006-04-11,12.573,12.945,12.945,12.66,0.05K,0.35%
2006-04-10,12.529,12.3,12.49,12.3,0.03K,4.10%
2006-04-07,12.035,12.12,12.12,12.1,0.12K,0.23%
2006-04-06,12.007,11.96,11.96,11.96,0.12K,2.93%
2006-04-05,11.665,11.665,11.665,11.665,0.07K,-0.20%
2006-04-04,11.688,11.688,11.688,11.688,0.00K,-0.30%
2006-04-03,11.723,11.63,11.7,11.63,0.00K,2.12%
2006-03-31,11.48,11.62,11.62,11.5,0.36K,-1.19%
2006-03-30,11.618,11.14,11.42,11.14,0.09K,4.92%
2006-03-29,11.073,10.85,11.1,10.85,0.18K,2.28%
2006-03-28,10.826,10.83,10.88,10.79,0.13K,-0.20%
2006-03-27,10.848,10.86,10.86,10.79,0.10K,1.50%
2006-03-24,10.688,10.62,10.74,10.62,0.08K,0.42%
2006-03-23,10.643,10.45,10.66,10.435,0.19K,1.89%
2006-03-22,10.446,10.5,10.6,10.46,0.02K,-0.67%
2006-03-21,10.516,10.25,10.44,10.17,0.14K,2.03%
2006-03-20,10.307,10.3,10.37,10.25,0.02K,0.01%
2006-03-17,10.306,10.4,10.45,10.33,0.06K,0.24%
2006-03-16,10.281,10.32,10.35,10.16,0.39K,-0.06%
2006-03-15,10.287,10.32,10.35,10.25,0.01K,1.03%
2006-03-14,10.182,10.12,10.2,10.12,0.08K,0.88%
2006-03-13,10.093,9.915,10.06,9.9,0.13K,2.00%
2006-03-10,9.895,9.9,9.95,9.79,0.47K,-0.08%
2006-03-09,9.903,9.82,9.99,9.725,0.20K,1.29%
2006-03-08,9.777,10.035,10.035,9.64,0.43K,-2.57%
2006-03-07,10.035,10.025,10.06,9.91,0.17K,0.82%
2006-03-06,9.953,10.12,10.22,9.84,0.18K,-2.05%
2006-03-03,10.161,10.185,10.225,10.05,0.60K,0.33%
2006-03-02,10.128,9.7,10.19,9.7,1.02K,4.30%
2006-03-01,9.71,9.735,9.81,9.69,0.96K,-0.10%
2006-02-28,9.72,9.605,9.78,9.565,4.13K,1.23%
2006-02-27,9.602,9.69,9.74,9.52,15.94K,-1.35%
2006-02-24,9.733,9.733,9.733,9.733,-,2.86%
2006-02-23,9.462,9.462,9.462,9.462,-,-1.10%
2006-02-22,9.567,9.567,9.567,9.567,-,0.33%
2006-02-21,9.536,9.536,9.536,9.536,-,1.36%
2006-02-17,9.408,9.408,9.408,9.408,-,0.53%
2006-02-16,9.358,9.358,9.358,9.358,0.10K,1.73%
2006-02-15,9.199,9.199,9.199,9.199,-,-1.05%
2006-02-14,9.297,9.25,9.25,9.25,0.00K,2.16%
2006-02-13,9.1,9.29,9.3,9.29,0.00K,-2.78%
2006-02-10,9.36,9.36,9.36,9.36,-,-2.88%
2006-02-09,9.638,9.638,9.638,9.638,-,2.37%
2006-02-08,9.415,9.415,9.415,9.415,0.01K,0.37%
2006-02-07,9.38,9.35,9.35,9.35,0.00K,-3.58%
2006-02-06,9.728,9.728,9.728,9.728,0.04K,-0.02%
2006-02-03,9.73,9.73,9.73,9.73,0.04K,-1.16%
2006-02-02,9.844,9.82,9.82,9.82,0.01K,0.86%
2006-02-01,9.76,9.76,9.76,9.76,0.01K,-0.91%
2006-01-31,9.85,9.76,9.87,9.76,0.01K,1.13%
2006-01-30,9.74,9.66,9.7,9.66,0.00K,1.82%
2006-01-27,9.566,9.566,9.566,9.566,-,0.02%
2006-01-26,9.564,9.65,9.65,9.58,0.32K,1.05%
2006-01-25,9.465,9.22,9.5,9.22,0.11K,3.07%
2006-01-24,9.183,9.183,9.183,9.183,-,1.74%
2006-01-23,9.026,8.9,8.9,8.9,0.12K,1.64%
2006-01-20,8.88,8.88,8.88,8.88,-,-1.97%
2006-01-19,9.058,8.92,8.92,8.92,0.00K,2.70%
2006-01-18,8.82,8.805,8.805,8.805,0.05K,-2.22%
2006-01-17,9.02,9.04,9.04,9.04,0.08K,-1.01%
2006-01-13,9.112,9.112,9.112,9.112,0.03K,1.17%
2006-01-12,9.007,9.1,9.1,8.92,0.04K,0.00%
2006-01-11,9.007,8.935,9.04,8.9,0.01K,0.56%
2006-01-10,8.957,9.24,9.24,9.24,0.00K,-2.87%
2006-01-09,9.222,9.2,9.2,9.12,0.02K,1.21%
2006-01-06,9.112,9.112,9.112,9.112,0.00K,3.44%
2006-01-05,8.809,9.0,9.0,9.0,0.01K,-3.22%
2006-01-04,9.102,8.95,9.07,8.95,0.14K,0.17%
2006-01-03,9.087,9.03,9.03,9.01,0.03K,3.03%
2005-12-30,8.82,8.82,8.82,8.82,0.00K,0.09%
2005-12-29,8.812,8.9,8.9,8.7,0.13K,-0.60%
2005-12-28,8.865,8.76,8.95,8.76,0.11K,1.41%
2005-12-27,8.742,8.59,8.75,8.59,0.29K,2.02%
2005-12-23,8.569,8.53,8.54,8.5,0.01K,0.79%
2005-12-22,8.502,8.31,8.5,8.26,0.04K,1.78%
2005-12-21,8.353,8.31,8.31,8.26,0.05K,0.49%
2005-12-20,8.312,8.56,8.605,8.4,0.01K,-2.98%
2005-12-19,8.567,8.605,8.605,8.58,0.05K,0.54%
2005-12-16,8.521,8.63,8.645,8.525,0.22K,-0.33%
2005-12-15,8.549,8.355,8.56,8.355,0.05K,2.05%
2005-12-14,8.377,8.47,8.54,8.38,0.08K,-1.41%
2005-12-13,8.497,8.75,8.775,8.48,0.19K,-3.36%
2005-12-12,8.792,9.0,9.17,8.655,0.23K,-2.31%
2005-12-09,9.0,8.89,9.03,8.89,0.60K,1.19%
2005-12-08,8.894,8.77,8.92,8.7,0.18K,1.32%
2005-12-07,8.778,8.715,8.82,8.715,0.25K,0.99%
2005-12-06,8.692,8.615,8.725,8.5,0.36K,0.70%
2005-12-05,8.632,8.57,8.64,8.53,0.29K,1.03%
2005-12-02,8.544,8.5,8.6,8.46,0.80K,0.53%
2005-12-01,8.499,8.275,8.5,8.19,0.89K,2.64%
2005-11-30,8.28,8.3,8.3,8.175,3.23K,-0.19%
2005-11-29,8.296,8.365,8.365,8.23,16.86K,-0.63%
2005-11-28,8.349,8.3,8.3,8.3,0.00K,2.76%
2005-11-23,8.125,8.125,8.125,8.125,-,-0.49%
2005-11-22,8.165,8.165,8.165,8.165,0.10K,0.54%
2005-11-21,8.121,8.121,8.121,8.121,-,0.84%
2005-11-18,8.053,8.053,8.053,8.053,0.10K,-0.42%
2005-11-17,8.087,8.087,8.087,8.087,0.10K,1.26%
2005-11-16,7.986,7.986,7.986,7.986,-,2.78%
2005-11-15,7.77,7.77,7.77,7.77,-,0.08%
2005-11-14,7.764,7.764,7.764,7.764,16.43K,0.32%
2005-11-11,7.739,7.739,7.739,7.739,-,0.72%
2005-11-10,7.684,7.684,7.684,7.684,-,0.39%
2005-11-09,7.654,7.654,7.654,7.654,0.04K,0.70%
2005-11-08,7.601,7.601,7.601,7.601,-,0.29%
2005-11-07,7.579,7.579,7.579,7.579,-,0.42%
2005-11-04,7.547,7.547,7.547,7.547,-,-0.66%
2005-11-03,7.597,7.597,7.597,7.597,0.08K,0.86%
2005-11-02,7.532,7.532,7.532,7.532,0.04K,1.21%
2005-11-01,7.442,7.4,7.4,7.4,0.00K,-1.43%
2005-10-31,7.55,7.55,7.55,7.55,-,-3.08%
2005-10-28,7.79,7.79,7.79,7.79,-,-0.15%
2005-10-27,7.802,7.802,7.802,7.802,-,-0.29%
2005-10-26,7.825,7.825,7.825,7.825,-,0.49%
2005-10-25,7.787,7.787,7.787,7.787,-,1.55%
2005-10-24,7.668,7.668,7.668,7.668,-,0.17%
2005-10-21,7.655,7.655,7.655,7.655,-,0.55%
2005-10-20,7.613,7.613,7.613,7.613,0.05K,0.24%
2005-10-19,7.595,7.595,7.595,7.595,0.12K,-2.48%
2005-10-18,7.788,7.74,7.74,7.74,0.00K,-0.50%
2005-10-17,7.827,7.827,7.827,7.827,-,0.17%
2005-10-14,7.814,7.62,7.62,7.62,0.00K,1.68%
2005-10-13,7.685,7.67,7.67,7.67,0.01K,-1.32%
2005-10-12,7.788,7.788,7.788,7.788,0.00K,-0.47%
2005-10-11,7.825,7.825,7.825,7.825,0.30K,0.33%
2005-10-10,7.799,7.799,7.799,7.799,-,0.96%
2005-10-07,7.725,7.725,7.725,7.725,-,2.34%
2005-10-06,7.548,7.548,7.548,7.548,-,1.62%
2005-10-05,7.428,7.428,7.428,7.428,-,0.72%
2005-10-04,7.375,7.375,7.375,7.375,-,-0.38%
2005-10-03,7.403,7.403,7.403,7.403,0.11K,-0.74%
2005-09-30,7.458,7.458,7.458,7.458,-,-0.57%
2005-09-29,7.501,7.501,7.501,7.501,0.30K,2.10%
2005-09-28,7.347,7.29,7.36,7.28,0.10K,1.05%
2005-09-27,7.271,7.32,7.32,7.32,0.05K,-0.49%
2005-09-26,7.307,7.29,7.335,7.29,0.00K,0.47%
2005-09-23,7.273,7.23,7.23,7.23,0.04K,-1.09%
2005-09-22,7.353,7.35,7.355,7.35,0.08K,-0.03%
2005-09-21,7.355,7.34,7.35,7.34,0.05K,0.55%
2005-09-20,7.315,7.36,7.37,7.29,0.00K,-0.31%
2005-09-19,7.338,7.22,7.39,7.2,0.32K,1.51%
2005-09-16,7.229,7.065,7.065,7.06,0.03K,2.99%
2005-09-15,7.019,7.03,7.07,6.94,0.04K,0.47%
2005-09-14,6.986,7.0,7.0,6.98,0.18K,0.62%
2005-09-13,6.943,6.99,6.995,6.9,0.19K,-0.79%
2005-09-12,6.998,7.03,7.03,6.965,0.09K,-0.07%
2005-09-09,7.003,6.955,7.035,6.955,0.06K,0.53%
2005-09-08,6.966,7.045,7.09,6.98,0.07K,-1.21%
2005-09-07,7.051,7.03,7.09,7.015,0.07K,0.28%
2005-09-06,7.031,7.0,7.06,6.99,0.14K,0.33%
2005-09-02,7.008,6.975,7.035,6.935,0.17K,0.60%
2005-09-01,6.966,6.825,6.99,6.81,0.50K,2.73%
2005-08-31,6.781,6.695,6.79,6.685,2.47K,1.35%
2005-08-30,6.691,6.72,6.755,6.63,16.65K,-0.58%
2005-08-29,6.73,6.73,6.73,6.73,-,-0.15%
2005-08-26,6.74,6.74,6.74,6.74,-,-1.29%
2005-08-25,6.828,6.91,6.91,6.91,0.01K,-1.30%
2005-08-24,6.918,6.918,6.918,6.918,-,-0.63%
2005-08-23,6.962,6.962,6.962,6.962,-,-1.30%
2005-08-22,7.054,7.054,7.054,7.054,-,0.77%
2005-08-19,7.0,7.0,7.0,7.0,-,0.14%
2005-08-18,6.99,6.99,6.99,6.99,-,0.07%
2005-08-17,6.985,6.985,6.985,6.985,-,-0.68%
2005-08-16,7.033,7.033,7.033,7.033,0.00K,1.15%
2005-08-15,6.953,6.92,6.95,6.92,0.02K,-1.74%
2005-08-12,7.076,7.076,7.076,7.076,-,-1.30%
2005-08-11,7.169,7.169,7.169,7.169,-,1.53%
2005-08-10,7.061,7.061,7.061,7.061,-,0.64%
2005-08-09,7.016,7.016,7.016,7.016,0.01K,0.29%
2005-08-08,6.996,6.996,6.996,6.996,0.12K,-1.98%
2005-08-05,7.137,7.137,7.137,7.137,0.12K,-1.29%
2005-08-04,7.23,7.23,7.23,7.23,0.10K,-0.74%
2005-08-03,7.284,7.284,7.284,7.284,0.02K,0.64%
2005-08-02,7.238,7.238,7.238,7.238,0.02K,-0.59%
2005-08-01,7.281,7.281,7.281,7.281,-,0.59%
2005-07-29,7.238,7.238,7.238,7.238,0.16K,0.84%
2005-07-28,7.178,7.178,7.178,7.178,-,2.32%
2005-07-27,7.015,7.0,7.045,6.95,0.01K,0.31%
2005-07-26,6.993,7.075,7.075,7.0,0.12K,-1.69%
2005-07-25,7.113,7.1,7.12,7.08,0.03K,0.38%
2005-07-22,7.086,7.12,7.12,7.08,0.03K,-0.28%
2005-07-21,7.106,7.15,7.15,7.15,0.01K,0.97%
2005-07-20,7.038,7.04,7.05,7.04,0.05K,1.21%
2005-07-19,6.954,6.95,6.98,6.94,0.07K,-0.29%
2005-07-18,6.974,6.94,7.02,6.94,0.03K,0.26%
2005-07-15,6.956,6.92,6.98,6.92,0.09K,-0.07%
2005-07-14,6.961,7.01,7.06,6.9,0.17K,-1.02%
2005-07-13,7.033,7.04,7.045,7.04,0.00K,-0.21%
2005-07-12,7.048,7.08,7.09,7.03,0.11K,-0.30%
2005-07-11,7.069,7.005,7.1,7.005,0.09K,1.07%
2005-07-08,6.994,6.95,7.02,6.915,0.15K,0.65%
