Date,Price,Open,High,Low,Vol.,Change %
2017-11-30,17.764,16.48,16.52,16.285,1.59K,-0.42%
2017-11-29,17.839,16.81,16.865,16.45,22.56K,-1.91%
2017-11-28,18.187,17.02,17.025,17.02,0.00K,-1.11%
2017-11-27,18.391,17.02,17.02,17.02,0.00K,8.13%
2017-11-26,17.009,17.025,17.025,16.998,-,-7.39%
2017-11-24,18.366,16.99,16.99,16.99,0.00K,7.43%
2017-11-23,17.096,17.096,17.157,17.067,-,-7.52%
2017-11-22,18.486,17.101,17.101,17.101,-,0.99%
2017-11-21,18.305,16.93,16.93,16.93,0.00K,0.73%
2017-11-20,18.172,16.827,16.827,16.827,-,5.25%
2017-11-19,17.266,17.289,17.302,17.249,-,-7.68%
2017-11-17,18.702,17.125,17.305,17.125,0.00K,1.67%
2017-11-16,18.395,16.95,16.97,16.95,0.01K,0.61%
2017-11-15,18.283,16.94,16.94,16.94,0.00K,-0.57%
2017-11-14,18.387,16.905,16.905,16.905,0.00K,0.20%
2017-11-13,18.351,16.84,17.01,16.84,0.00K,8.57%
2017-11-12,16.902,16.872,16.911,16.864,-,-6.96%
2017-11-10,18.167,17.0,17.0,17.0,0.00K,-0.65%
2017-11-09,18.286,16.93,16.93,16.93,0.00K,-0.91%
2017-11-08,18.454,17.106,17.106,17.106,0.01K,1.10%
2017-11-07,18.254,16.925,16.925,16.925,0.00K,-1.53%
2017-11-06,18.537,17.205,17.225,17.205,0.01K,9.94%
2017-11-05,16.861,16.851,16.869,16.816,-,-7.03%
2017-11-03,18.136,17.105,17.105,16.79,0.01K,-1.63%
2017-11-02,18.436,17.065,17.065,17.06,0.02K,-0.15%
2017-11-01,18.463,16.99,17.06,16.99,0.03K,2.62%
2017-10-31,17.991,16.795,16.795,16.65,0.30K,-0.83%
2017-10-30,18.142,16.715,16.845,16.715,0.12K,7.74%
2017-10-29,16.838,16.861,16.861,16.817,-,-6.74%
2017-10-27,18.055,16.702,16.702,16.702,0.00K,-0.34%
2017-10-26,18.117,16.764,16.764,16.764,0.06K,-0.60%
2017-10-25,18.227,16.868,16.868,16.868,0.03K,-0.22%
2017-10-24,18.267,16.89,16.945,16.89,0.06K,-0.60%
2017-10-23,18.377,16.92,16.92,16.87,0.02K,8.13%
2017-10-22,16.996,17.044,17.044,16.979,-,-7.52%
2017-10-20,18.378,17.17,17.17,16.99,0.02K,-0.97%
2017-10-19,18.558,16.99,17.22,16.99,0.01K,1.41%
2017-10-18,18.3,16.943,16.943,16.943,0.01K,-0.25%
2017-10-17,18.345,17.0,17.01,17.0,0.06K,-1.77%
2017-10-16,18.675,17.42,17.43,17.28,0.03K,7.04%
2017-10-15,17.447,17.421,17.449,17.403,-,-6.73%
2017-10-13,18.706,17.215,17.38,17.215,0.07K,0.77%
2017-10-12,18.563,17.205,17.22,17.205,0.04K,0.72%
2017-10-11,18.43,17.145,17.2,17.065,0.05K,-0.40%
2017-10-10,18.504,17.89,18.17,17.89,0.01K,1.31%
2017-10-09,18.264,16.865,16.93,16.865,0.00K,8.49%
2017-10-08,16.835,16.817,16.862,16.812,-,-6.91%
2017-10-06,18.084,16.59,16.71,16.43,0.02K,0.87%
2017-10-05,17.928,16.65,16.71,16.62,0.02K,0.13%
2017-10-04,17.905,16.645,16.82,16.515,0.05K,-0.12%
2017-10-03,17.927,16.53,16.585,16.53,0.04K,-0.05%
2017-10-02,17.936,16.595,16.635,16.525,0.02K,7.76%
2017-10-01,16.644,16.66,16.67,16.621,-,-7.32%
2017-09-29,17.959,16.81,16.81,16.715,0.02K,-0.81%
2017-09-28,18.106,16.75,16.83,16.655,0.18K,0.11%
2017-09-27,18.086,16.7,16.815,16.695,0.04K,-0.29%
2017-09-26,18.138,16.875,16.89,16.775,0.11K,-1.45%
2017-09-25,18.405,16.85,17.09,16.81,0.17K,8.54%
2017-09-24,16.957,17.033,17.033,16.931,-,-7.04%
2017-09-22,18.241,16.985,16.985,16.905,0.09K,-0.20%
2017-09-21,18.278,16.895,16.92,16.8,0.21K,-1.73%
2017-09-20,18.6,17.255,17.34,17.01,0.09K,0.22%
2017-09-19,18.56,17.135,17.24,17.115,0.16K,0.68%
2017-09-18,18.434,17.49,17.52,17.03,0.21K,4.73%
2017-09-17,17.602,17.663,17.663,17.59,-,-7.30%
2017-09-15,18.988,17.76,17.8,17.55,0.24K,-0.47%
2017-09-14,19.077,17.65,17.76,17.58,0.28K,-0.28%
2017-09-13,19.13,17.86,17.91,17.635,0.43K,-0.05%
2017-09-12,19.14,17.78,17.87,17.705,0.36K,-0.01%
2017-09-11,19.141,17.89,17.89,17.695,0.40K,6.75%
2017-09-10,17.93,17.859,17.953,17.828,-,-7.36%
2017-09-08,19.354,18.09,18.16,17.915,0.36K,0.07%
2017-09-07,19.341,17.84,18.105,17.795,0.81K,0.46%
2017-09-06,19.253,17.915,17.97,17.8,0.31K,-0.18%
2017-09-05,19.287,17.78,17.98,17.775,0.95K,7.66%
2017-09-04,17.914,17.929,18.025,17.865,-,-0.11%
2017-09-03,17.934,17.895,17.957,17.873,-,-6.40%
2017-09-01,19.16,17.565,17.72,17.445,0.54K,1.27%
2017-08-31,18.919,17.42,17.6,17.255,1.47K,0.33%
2017-08-30,18.856,17.39,17.46,17.285,21.20K,-0.05%
2017-08-29,18.866,17.422,17.422,17.422,0.00K,-0.06%
2017-08-28,18.877,17.431,17.431,17.431,99.64K,10.77%
2017-08-27,17.042,17.069,17.216,17.04,-,-7.76%
2017-08-25,18.476,17.038,17.038,17.038,0.07K,0.48%
2017-08-24,18.388,17.055,17.06,17.055,0.05K,-0.43%
2017-08-23,18.467,17.032,17.032,17.032,0.04K,0.28%
2017-08-22,18.416,16.962,16.962,16.962,0.02K,-0.20%
2017-08-21,18.453,16.995,16.995,16.995,0.02K,9.22%
2017-08-20,16.896,16.939,16.944,16.829,-,-8.40%
2017-08-18,18.445,16.98,16.98,16.98,0.03K,-0.30%
2017-08-17,18.5,17.13,17.13,16.99,0.06K,0.63%
2017-08-16,18.385,16.695,17.065,16.695,0.03K,1.24%
2017-08-15,18.16,16.69,16.69,16.69,0.02K,-2.19%
2017-08-14,18.567,17.055,17.115,16.99,0.06K,8.73%
2017-08-13,17.076,17.104,17.11,17.064,-,-7.78%
2017-08-11,18.516,17.095,17.105,17.02,0.05K,0.01%
2017-08-10,18.514,16.945,17.21,16.945,0.17K,1.13%
2017-08-09,18.308,16.505,16.85,16.475,0.09K,2.64%
2017-08-08,17.837,16.365,16.42,16.34,0.04K,0.75%
2017-08-07,17.704,16.2,16.235,16.09,0.00K,9.12%
2017-08-06,16.225,16.267,16.267,16.225,-,-8.40%
2017-08-04,17.712,16.265,16.265,16.205,0.00K,-2.14%
2017-08-03,18.099,16.594,16.594,16.594,57.97K,-0.58%
2017-08-02,18.205,16.697,16.697,16.697,0.01K,-0.17%
2017-08-01,18.236,16.635,16.785,16.635,0.04K,-0.13%
2017-07-31,18.259,16.735,16.825,16.73,0.28K,8.86%
2017-07-30,16.773,16.757,16.787,16.752,-,-7.67%
2017-07-28,18.166,16.495,16.69,16.49,0.08K,0.68%
2017-07-27,18.043,16.625,16.65,16.625,0.01K,0.82%
2017-07-26,17.897,16.4,16.61,16.365,0.10K,-0.47%
2017-07-25,17.981,16.41,16.41,16.265,0.03K,0.56%
2017-07-24,17.88,16.415,16.465,16.355,0.12K,8.34%
2017-07-23,16.504,16.5,16.506,16.448,-,-7.76%
2017-07-21,17.893,16.25,16.44,16.25,0.07K,0.62%
2017-07-20,17.782,16.18,16.325,16.135,0.07K,0.26%
2017-07-19,17.736,16.14,16.25,16.13,0.05K,0.14%
2017-07-18,17.711,16.025,16.255,16.025,0.10K,0.96%
2017-07-17,17.542,16.1,16.11,16.04,0.06K,9.49%
2017-07-16,16.022,15.966,16.024,15.947,-,-7.78%
2017-07-14,17.374,15.635,15.965,15.585,0.06K,1.41%
2017-07-13,17.132,15.89,15.89,15.64,0.02K,-1.15%
2017-07-12,17.331,15.77,15.875,15.76,0.06K,0.83%
2017-07-11,17.189,15.575,15.76,15.4,0.16K,0.63%
2017-07-10,17.081,15.54,15.615,15.15,0.29K,9.57%
2017-07-09,15.589,15.597,15.604,15.538,-,-7.64%
2017-07-07,16.878,15.96,15.965,15.3,0.30K,-3.22%
2017-07-06,17.44,15.995,16.0,15.885,0.19K,0.50%
2017-07-05,17.354,16.1,16.1,15.835,0.62K,7.62%
2017-07-04,16.126,16.152,16.169,16.013,-,-8.13%
2017-07-03,17.553,16.58,16.58,16.03,0.43K,5.79%
2017-07-02,16.593,16.601,16.613,16.583,-,-8.28%
2017-06-30,18.09,16.59,16.63,16.44,1.34K,-0.14%
2017-06-29,18.116,16.77,16.86,16.555,17.57K,-0.75%
2017-06-28,18.253,16.745,16.745,16.685,0.01K,0.77%
2017-06-27,18.113,16.576,16.576,16.576,51.95K,0.10%
2017-06-26,18.095,16.425,16.555,16.425,0.00K,8.48%
2017-06-25,16.68,16.685,16.72,16.655,-,-8.21%
2017-06-23,18.171,16.65,16.65,16.65,0.00K,0.74%
2017-06-22,18.038,16.44,16.44,16.44,0.00K,0.78%
2017-06-21,17.899,16.46,16.47,16.33,0.02K,-0.24%
2017-06-20,17.942,16.47,16.57,16.375,0.05K,-0.49%
2017-06-19,18.03,16.51,16.53,16.5,0.01K,8.17%
2017-06-18,16.668,16.649,16.669,16.642,-,-8.32%
2017-06-16,18.18,16.735,16.735,16.695,0.00K,-0.36%
2017-06-15,18.246,16.63,16.73,16.63,0.01K,-2.29%
2017-06-14,18.674,16.84,17.18,16.84,0.08K,2.02%
2017-06-13,18.304,16.915,16.915,16.765,0.04K,-0.95%
2017-06-12,18.48,17.115,17.115,17.005,0.01K,7.77%
2017-06-11,17.147,17.165,17.178,17.119,-,-8.60%
2017-06-09,18.76,17.455,17.455,17.175,0.03K,-0.97%
2017-06-08,18.943,17.595,17.605,17.365,0.02K,-1.08%
2017-06-07,19.149,17.625,17.69,17.51,0.10K,-0.43%
2017-06-06,19.232,17.51,17.695,17.51,0.02K,0.68%
2017-06-05,19.103,17.545,17.6,17.545,0.01K,8.70%
2017-06-04,17.574,17.548,17.593,17.533,-,-7.73%
2017-06-02,19.047,17.205,17.505,17.12,0.25K,1.30%
2017-06-01,18.803,17.3,17.305,17.025,0.00K,-0.71%
2017-05-31,18.938,17.21,17.34,17.21,0.05K,-0.12%
2017-05-30,18.96,17.335,17.4,17.21,0.88K,9.02%
2017-05-29,17.392,17.385,17.449,17.33,-,0.01%
2017-05-28,17.39,17.348,17.394,17.348,-,-7.80%
2017-05-26,18.861,17.105,17.31,17.1,0.03K,0.70%
2017-05-25,18.73,17.165,17.19,17.15,0.09K,0.41%
2017-05-24,18.654,16.99,17.075,16.99,0.02K,-0.12%
2017-05-23,18.677,17.08,17.23,17.01,0.07K,-0.27%
2017-05-22,18.727,17.143,17.143,17.143,0.00K,10.22%
2017-05-21,16.99,16.873,17.145,16.857,-,-7.32%
2017-05-19,18.331,16.525,16.775,16.525,0.07K,0.68%
2017-05-18,18.208,16.7,16.705,16.51,0.06K,-1.28%
2017-05-17,18.444,18.5,18.5,18.5,0.00K,0.90%
2017-05-16,18.28,16.58,16.775,16.58,0.05K,0.82%
2017-05-15,18.132,16.435,16.735,16.425,0.08K,10.08%
2017-05-14,16.471,16.467,16.505,16.467,-,-8.17%
2017-05-12,17.937,16.285,16.405,16.28,0.04K,0.76%
2017-05-11,17.801,16.155,16.315,16.155,0.07K,0.32%
2017-05-10,17.744,16.145,16.235,16.1,0.13K,0.78%
2017-05-09,17.606,16.145,16.185,16.03,0.09K,-1.11%
2017-05-08,17.803,16.26,16.395,16.2,0.15K,7.96%
2017-05-07,16.49,16.311,16.491,16.311,-,-7.46%
2017-05-05,17.819,16.29,16.465,16.195,0.19K,-0.16%
2017-05-04,17.848,16.425,16.55,16.21,0.68K,-1.37%
2017-05-03,18.095,16.8,16.835,16.42,1.23K,-1.58%
2017-05-02,18.385,16.855,16.955,16.755,0.54K,-0.07%
2017-05-01,18.398,17.185,17.215,16.76,1.44K,6.38%
2017-04-30,17.295,17.264,17.311,17.264,-,-8.11%
2017-04-28,18.822,17.225,17.375,17.13,1.54K,-0.38%
2017-04-27,18.894,17.46,17.47,17.205,35.74K,-0.53%
2017-04-26,18.994,17.353,17.353,17.353,67.57K,-1.18%
2017-04-25,19.221,17.575,17.575,17.56,0.03K,-1.33%
2017-04-24,19.481,17.848,17.848,17.848,46.78K,8.77%
2017-04-23,17.91,17.85,17.91,17.68,-,-8.05%
2017-04-21,19.479,17.985,17.99,17.855,0.04K,-0.81%
2017-04-20,19.638,17.992,17.992,17.992,41.78K,-0.65%
2017-04-19,19.766,18.136,18.136,18.136,0.07K,-0.54%
2017-04-18,19.873,18.251,18.251,18.251,36.12K,-1.26%
2017-04-17,20.127,18.43,18.435,18.43,0.01K,8.09%
2017-04-16,18.62,18.58,18.63,18.56,-,0.40%
2017-04-14,18.545,18.545,18.545,18.545,-,-7.84%
2017-04-13,20.122,18.475,18.5,18.47,0.01K,1.05%
2017-04-12,19.913,18.32,18.39,18.32,0.14K,0.24%
2017-04-11,19.865,18.04,18.29,18.04,0.02K,1.69%
2017-04-10,19.535,17.82,17.83,17.75,0.06K,8.58%
2017-04-09,17.992,17.992,18.023,17.93,-,-9.01%
2017-04-07,19.773,18.35,18.425,18.35,0.01K,-0.41%
2017-04-06,19.854,18.17,18.17,18.17,0.14K,0.25%
2017-04-05,19.804,18.215,18.215,18.165,0.03K,-0.69%
2017-04-04,19.941,18.302,18.302,18.302,0.01K,0.68%
2017-04-03,19.806,18.22,18.22,18.2,0.02K,8.60%
2017-04-02,18.237,18.28,18.28,18.237,-,-8.17%
2017-03-31,19.86,18.12,18.12,18.115,0.02K,0.25%
2017-03-30,19.81,18.16,18.25,18.16,0.06K,-0.18%
2017-03-29,19.846,18.228,18.228,18.228,0.00K,-0.01%
2017-03-28,19.847,18.145,18.185,18.14,0.07K,0.74%
2017-03-27,19.701,18.1,18.1,18.1,0.01K,10.34%
2017-03-26,17.855,17.8,17.883,17.8,-,-7.68%
2017-03-24,19.34,17.72,17.72,17.72,0.24K,0.81%
2017-03-23,19.184,17.575,17.575,17.575,0.03K,0.07%
2017-03-22,19.17,17.55,17.55,17.54,0.01K,-0.04%
2017-03-21,19.178,17.335,17.53,17.335,0.02K,0.80%
2017-03-20,19.025,17.425,17.425,17.355,0.08K,9.16%
2017-03-19,17.428,17.415,17.43,17.398,-,-8.27%
2017-03-17,18.999,17.3,17.36,17.28,0.06K,0.57%
2017-03-16,18.891,17.39,17.47,17.255,0.23K,2.25%
2017-03-15,18.475,16.9,17.22,16.82,0.12K,0.01%
2017-03-14,18.474,16.925,16.96,16.91,0.09K,-0.26%
2017-03-13,18.523,16.975,17.09,16.94,0.21K,8.85%
2017-03-12,17.017,17.05,17.062,17.0,-,-7.89%
2017-03-10,18.474,16.925,17.05,16.835,0.17K,-0.66%
2017-03-09,18.597,18.055,18.055,18.055,0.00K,-1.48%
2017-03-08,18.877,17.485,17.5,17.21,0.89K,-1.19%
2017-03-07,19.105,17.72,17.72,17.465,0.36K,-1.24%
2017-03-06,19.344,17.9,17.9,17.7,0.30K,7.60%
2017-03-05,17.977,17.98,17.98,17.938,-,-6.96%
2017-03-03,19.321,17.79,17.945,17.625,0.45K,-0.14%
2017-03-02,19.349,18.405,18.405,17.69,0.90K,-3.66%
2017-03-01,20.084,18.295,18.455,18.25,0.99K,0.11%
2017-02-28,20.061,19.725,19.725,19.725,0.00K,0.26%
2017-02-27,20.009,18.355,18.475,18.205,24.87K,8.82%
2017-02-26,18.388,18.42,18.43,18.383,-,-8.06%
2017-02-24,20.0,18.335,18.335,18.335,2.85K,1.12%
2017-02-23,19.778,18.055,18.11,18.055,0.07K,0.83%
2017-02-22,19.616,17.942,17.942,17.942,3.83K,-0.27%
2017-02-21,19.67,17.99,18.05,17.96,0.19K,9.02%
2017-02-20,18.043,18.002,18.06,17.91,-,0.23%
2017-02-19,18.002,17.99,18.027,17.98,-,-8.58%
2017-02-17,19.691,18.005,18.05,18.005,0.18K,-0.24%
2017-02-16,19.739,18.05,18.05,18.05,0.02K,0.59%
2017-02-15,19.623,17.92,17.96,17.92,0.02K,0.44%
2017-02-14,19.537,17.95,17.96,17.93,0.03K,0.47%
2017-02-13,19.445,17.9,17.9,17.9,0.01K,8.44%
2017-02-12,17.932,17.913,17.947,17.913,-,-8.26%
2017-02-10,19.546,18.7,18.7,18.7,0.00K,1.07%
2017-02-09,19.34,17.75,17.815,17.75,0.11K,0.20%
2017-02-08,19.302,17.645,17.8,17.645,0.02K,-0.18%
2017-02-07,19.337,17.575,17.64,17.575,0.01K,0.47%
2017-02-06,19.247,17.595,17.73,17.57,0.03K,10.06%
2017-02-05,17.487,17.52,17.545,17.468,-,-8.02%
2017-02-03,19.012,17.405,17.45,17.405,0.00K,0.26%
2017-02-02,18.963,17.67,17.67,17.44,0.02K,-0.11%
2017-02-01,18.983,17.45,17.59,17.45,0.02K,-0.42%
2017-01-31,19.063,17.33,17.56,17.33,0.03K,2.49%
2017-01-30,18.599,17.15,17.15,17.15,0.03K,8.02%
2017-01-29,17.218,17.18,17.233,17.17,-,-7.31%
2017-01-27,18.576,17.1,17.1,17.1,0.00K,1.57%
2017-01-26,18.288,16.814,16.814,16.814,0.40K,-0.70%
2017-01-25,18.417,16.83,16.96,16.83,0.01K,-1.12%
2017-01-24,18.626,17.149,17.149,17.149,0.00K,-0.02%
2017-01-23,18.629,17.2,17.2,17.13,0.01K,8.42%
2017-01-22,17.182,17.127,17.2,17.127,-,-6.98%
2017-01-20,18.471,16.925,17.12,16.925,0.07K,0.18%
2017-01-19,18.438,16.967,16.967,16.967,0.00K,-1.50%
2017-01-18,18.718,17.21,17.215,17.21,0.10K,0.67%
2017-01-17,18.593,17.102,17.102,17.102,0.86K,10.46%
2017-01-16,16.832,16.898,16.947,16.812,-,-0.39%
2017-01-15,16.898,16.852,16.938,16.843,-,-7.20%
2017-01-13,18.209,16.72,16.72,16.72,0.01K,-0.34%
2017-01-12,18.271,16.78,16.78,16.78,0.01K,-0.02%
2017-01-11,18.275,16.61,16.61,16.61,0.00K,-0.04%
2017-01-10,18.282,16.635,16.8,16.595,0.24K,1.03%
2017-01-09,18.096,16.445,16.66,16.445,0.00K,9.30%
2017-01-08,16.557,16.513,16.557,16.498,-,-7.61%
2017-01-06,17.921,16.375,16.49,16.375,0.00K,-0.64%
2017-01-05,18.037,16.645,16.71,16.62,0.01K,0.46%
2017-01-04,17.955,16.4,16.48,16.395,0.01K,0.81%
2017-01-03,17.81,16.04,16.435,16.03,0.01K,11.21%
2017-01-02,16.015,15.985,16.027,15.968,-,-7.90%
2016-12-30,17.389,16.235,16.235,15.86,0.16K,-1.33%
2016-12-29,17.623,15.995,16.2,15.995,0.12K,1.08%
2016-12-28,17.435,16.0,16.025,15.875,0.18K,0.29%
2016-12-27,17.385,15.84,15.84,15.84,0.01K,9.86%
2016-12-26,15.825,15.828,15.867,15.817,-,-7.75%
2016-12-23,17.155,15.775,15.8,15.74,0.01K,-0.65%
2016-12-22,17.268,15.915,15.97,15.79,0.08K,-0.66%
2016-12-21,17.383,16.105,16.125,15.95,0.19K,-0.79%
2016-12-20,17.522,15.71,16.025,15.7,0.02K,0.17%
2016-12-19,17.493,16.0,16.0,15.98,0.01K,8.23%
2016-12-18,16.163,16.145,16.172,16.14,-,-8.28%
2016-12-16,17.622,16.0,16.0,16.0,0.14K,1.44%
2016-12-15,17.371,16.5,16.5,15.89,0.42K,-6.86%
2016-12-14,18.65,17.14,17.14,16.8,0.16K,1.33%
2016-12-13,18.406,17.075,17.15,16.765,0.20K,-1.18%
2016-12-12,18.625,16.83,17.145,16.83,0.10K,9.77%
2016-12-11,16.968,16.932,16.973,16.9,-,-6.98%
2016-12-09,18.241,16.98,17.02,16.82,0.19K,-0.71%
2016-12-08,18.372,17.1,17.11,16.995,0.08K,-0.99%
2016-12-07,18.556,16.665,17.19,16.645,0.04K,2.62%
2016-12-06,18.083,16.84,16.86,16.765,0.27K,-0.56%
2016-12-05,18.184,16.905,16.96,16.525,0.20K,7.84%
2016-12-04,16.862,16.793,17.047,16.793,-,-6.95%
2016-12-02,18.122,16.615,16.775,16.305,0.14K,1.82%
2016-12-01,17.798,16.495,16.63,16.25,0.78K,0.17%
2016-11-30,17.767,16.545,16.715,16.395,1.21K,-1.44%
2016-11-29,18.027,16.605,16.7,16.39,17.88K,0.38%
2016-11-28,17.959,16.578,16.578,16.578,0.32K,0.72%
2016-11-25,17.83,16.54,16.54,16.54,0.00K,9.10%
2016-11-24,16.343,16.348,16.39,16.218,-,-7.98%
2016-11-23,17.761,16.255,16.26,16.255,0.00K,-1.36%
2016-11-22,18.006,16.623,16.623,16.623,0.13K,0.77%
2016-11-21,17.868,16.55,16.55,16.55,0.00K,7.94%
2016-11-20,16.553,16.6,16.6,16.527,-,-7.88%
2016-11-18,17.968,16.613,16.613,16.613,0.03K,-0.86%
2016-11-17,18.123,16.761,16.761,16.761,0.25K,-0.81%
2016-11-16,18.271,16.925,16.925,16.925,0.00K,-0.60%
2016-11-15,18.381,17.05,17.05,17.05,0.00K,0.82%
2016-11-14,18.231,17.46,17.46,16.805,0.02K,4.43%
2016-11-13,17.457,17.332,17.487,17.332,-,-6.81%
2016-11-11,18.733,18.705,18.8,17.335,0.03K,-6.85%
2016-11-10,20.11,18.475,18.475,18.46,0.00K,1.78%
2016-11-09,19.759,18.77,18.8,18.405,0.02K,0.12%
2016-11-08,19.736,18.3,18.7,18.3,0.02K,1.02%
2016-11-07,19.536,18.15,18.195,18.15,0.01K,7.49%
2016-11-06,18.175,18.26,18.26,18.13,-,-8.02%
2016-11-04,19.759,18.37,18.37,18.37,0.01K,-0.18%
2016-11-03,19.795,18.33,18.33,18.33,0.00K,-1.36%
2016-11-02,20.068,18.33,18.6,18.33,0.01K,1.42%
2016-11-01,19.787,18.0,18.45,18.0,0.05K,3.34%
2016-10-31,19.148,17.81,17.81,17.81,0.00K,7.33%
2016-10-30,17.84,17.8,17.865,17.8,-,-6.83%
2016-10-28,19.148,17.625,17.855,17.605,0.04K,0.86%
2016-10-27,18.984,17.59,17.59,17.59,0.02K,-0.01%
2016-10-26,18.985,17.655,17.655,17.655,0.01K,-0.88%
2016-10-25,19.154,17.63,17.66,17.63,0.01K,0.90%
2016-10-24,18.983,17.562,17.562,17.562,0.11K,8.32%
2016-10-23,17.525,17.538,17.538,17.49,-,-7.15%
2016-10-21,18.875,17.448,17.448,17.448,0.06K,-0.30%
2016-10-20,18.932,17.685,17.685,17.425,0.02K,-0.62%
2016-10-19,19.051,17.585,17.71,17.585,0.01K,0.11%
2016-10-18,19.031,17.65,17.65,17.495,0.02K,0.94%
2016-10-17,18.854,17.415,17.415,17.415,0.01K,7.97%
2016-10-16,17.462,17.45,17.468,17.413,-,-7.22%
2016-10-14,18.82,17.345,17.435,17.33,0.03K,-0.09%
2016-10-13,18.837,17.44,17.45,17.435,0.01K,-0.24%
2016-10-12,18.883,17.5,17.5,17.5,0.01K,-0.04%
2016-10-11,18.891,17.65,17.65,17.65,0.01K,-0.79%
2016-10-10,19.042,17.685,17.685,17.655,0.00K,7.51%
2016-10-09,17.712,17.572,17.742,17.572,-,-5.56%
2016-10-07,18.755,18.67,18.67,18.67,0.00K,0.19%
2016-10-06,18.72,17.735,17.765,17.28,0.02K,-1.85%
2016-10-05,19.073,17.85,17.85,17.605,0.02K,-0.42%
2016-10-04,19.154,18.5,18.5,18.0,0.16K,-5.45%
2016-10-03,20.259,18.87,18.87,18.8,0.01K,5.42%
2016-10-02,19.218,19.227,19.26,19.16,-,-6.74%
2016-09-30,20.607,19.4,19.6,19.15,0.07K,0.12%
2016-09-29,20.582,19.225,19.225,19.01,0.09K,0.33%
2016-09-28,20.515,19.05,19.055,19.05,0.05K,-0.20%
2016-09-27,20.556,19.38,19.38,19.12,0.03K,-2.04%
2016-09-26,20.984,19.56,19.56,19.56,0.04K,6.08%
2016-09-25,19.782,19.74,19.803,19.74,-,-6.62%
2016-09-23,21.184,19.855,19.855,19.76,0.05K,-1.34%
2016-09-22,21.472,19.985,20.01,19.88,0.04K,1.59%
2016-09-21,21.135,19.686,19.686,19.686,0.02K,2.39%
2016-09-20,20.642,19.2,19.2,19.14,0.01K,-0.06%
2016-09-19,20.655,18.875,19.235,18.875,0.05K,9.38%
2016-09-18,18.883,18.845,18.918,18.84,-,-6.64%
2016-09-16,20.226,18.89,18.89,18.75,0.08K,-0.82%
2016-09-15,20.394,18.965,19.04,18.81,0.13K,-0.12%
2016-09-14,20.419,18.995,18.995,18.985,0.11K,0.45%
2016-09-13,20.327,19.17,19.17,18.965,0.08K,-0.12%
2016-09-12,20.352,19.035,19.035,18.715,0.25K,6.24%
2016-09-11,19.157,19.113,19.22,19.113,-,-7.56%
2016-09-09,20.724,19.615,19.62,19.025,0.13K,-1.47%
2016-09-08,21.034,19.795,19.875,19.58,0.24K,-0.83%
2016-09-07,21.21,19.97,20.015,19.735,0.24K,-1.28%
2016-09-06,21.486,19.395,20.1,19.315,0.83K,9.44%
2016-09-05,19.633,19.453,19.652,19.38,-,0.96%
2016-09-04,19.447,19.47,19.498,19.428,-,-6.10%
2016-09-02,20.71,18.86,19.395,18.78,0.51K,2.06%
2016-09-01,20.292,18.7,18.9,18.585,0.37K,1.17%
2016-08-31,20.058,18.58,18.795,18.52,1.59K,0.15%
2016-08-30,20.027,18.86,18.94,18.55,14.29K,-0.92%
2016-08-29,20.213,18.762,18.762,18.762,0.00K,9.02%
2016-08-28,18.54,18.62,18.62,18.52,-,-7.78%
2016-08-26,20.104,18.695,18.695,18.595,0.00K,0.63%
2016-08-25,19.979,18.505,18.505,18.505,0.00K,-0.43%
2016-08-24,20.066,18.82,18.82,18.54,0.01K,-1.85%
2016-08-23,20.445,18.925,18.925,18.925,0.03K,0.35%
2016-08-22,20.374,18.855,18.95,18.845,0.02K,7.31%
2016-08-21,18.987,19.29,19.29,18.715,-,-8.81%
2016-08-19,20.821,19.365,19.365,19.365,0.00K,-1.94%
2016-08-18,21.234,19.83,19.85,19.76,0.01K,0.52%
2016-08-17,21.124,19.695,19.695,19.695,0.00K,-1.03%
2016-08-16,21.344,19.95,20.065,19.92,0.03K,0.06%
2016-08-15,21.332,19.821,19.821,19.821,0.00K,7.64%
2016-08-14,19.818,19.72,19.82,19.715,-,-6.49%
2016-08-12,21.194,19.71,19.73,19.71,0.01K,-1.49%
2016-08-11,21.514,19.984,19.984,19.984,0.06K,-0.64%
2016-08-10,21.653,20.195,20.355,20.185,0.01K,1.57%
2016-08-09,21.319,19.814,19.814,19.814,0.01K,0.28%
2016-08-08,21.26,19.69,19.84,19.69,0.03K,7.96%
2016-08-07,19.693,19.742,19.742,19.595,-,-7.39%
2016-08-05,21.264,20.27,20.27,20.27,0.01K,-2.61%
2016-08-04,21.833,20.395,20.42,20.1,0.03K,-0.12%
2016-08-03,21.86,20.625,20.645,20.405,0.02K,-1.05%
2016-08-02,22.091,20.405,20.75,20.405,0.03K,1.09%
2016-08-01,21.853,20.51,20.655,20.495,0.02K,7.09%
2016-07-31,20.407,20.377,20.438,20.37,-,-5.84%
2016-07-29,21.672,20.2,20.3,20.07,0.09K,0.77%
2016-07-28,21.506,20.29,20.5,20.205,0.02K,2.52%
2016-07-27,20.977,19.965,19.965,19.965,0.00K,1.54%
2016-07-26,20.658,19.675,19.685,19.59,0.17K,0.19%
2016-07-25,20.618,19.5,19.665,19.4,0.12K,4.92%
2016-07-24,19.652,19.69,19.69,19.633,-,-4.86%
2016-07-22,20.656,19.79,19.795,19.79,0.08K,-0.61%
2016-07-21,20.782,19.375,19.535,19.325,0.03K,1.00%
