iter	Passed	Remaining
875	11499	1627
876	11509	1614
877	11521	1600
878	11532	1587
879	11547	1574
880	11560	1561
881	11573	1548
882	11584	1534
883	11596	1521
884	11612	1508
885	11624	1495
886	11635	1482
887	11650	1469
888	11664	1456
889	11675	1443
890	11688	1429
891	11701	1416
892	11712	1403
893	11725	1390
894	11738	1377
895	11749	1363
896	11760	1350
897	11772	1337
898	11783	1323
899	11794	1310
900	11810	1297
901	11821	1284
902	11834	1271
903	11846	1258
904	11857	1244
905	11869	1231
906	11883	1218
907	11896	1205
908	11908	1192
909	11920	1178
910	11937	1166
911	11951	1153
912	11965	1140
913	11976	1126
914	11990	1113
915	12002	1100
916	12016	1087
917	12028	1074
918	12039	1061
919	12051	1047
920	12064	1034
921	12075	1021
922	12086	1008
923	12099	995
924	12113	982
925	12128	969
926	12140	956
927	12152	942
928	12165	929
929	12175	916
930	12186	903
931	12197	889
932	12209	876
933	12222	863
934	12235	850
935	12246	837
936	12257	824
937	12268	810
938	12279	797
939	12291	784
940	12301	771
941	12312	758
942	12323	744
943	12334	731
944	12346	718
945	12359	705
946	12370	692
947	12381	679
948	12395	666
949	12407	653
950	12417	639
951	12432	626
952	12444	613
953	12457	600
954	12473	587
955	12487	574
956	12498	561
957	12510	548
958	12522	535
959	12534	522
960	12547	509
961	12562	496
962	12578	483
963	12596	470
964	12607	457
965	12619	444
966	12631	431
967	12643	417
968	12655	404
969	12666	391
970	12677	378
971	12690	365
972	12701	352
973	12712	339
974	12723	326
975	12734	313
976	12746	300
977	12758	287
978	12769	273
979	12781	260
980	12793	247
981	12805	234
982	12816	221
983	12828	208
984	12839	195
985	12850	182
986	12861	169
987	12872	156
988	12884	143
989	12896	130
990	12907	117
991	12919	104
992	12930	91
993	12941	78
994	12953	65
995	12966	52
996	12977	39
997	12989	26
998	13001	13
999	13013	0
