iter	Logloss
0	0.6822477073
1	0.6708730116
2	0.6595202155
3	0.6487340334
4	0.6373770332
5	0.6271834175
6	0.6169633298
7	0.6071367504
8	0.5975447735
9	0.587224542
10	0.5779713648
11	0.5687641207
12	0.5612559144
13	0.5530101983
14	0.5451873109
15	0.5368098144
16	0.5288230431
17	0.5215166804
18	0.5128887761
19	0.504702789
20	0.4980758051
21	0.4898536477
22	0.4816586274
23	0.474143901
24	0.4677965673
25	0.4623789317
26	0.4545975998
27	0.4486399687
28	0.4424051708
29	0.4363522124
30	0.4302942423
31	0.4239837228
32	0.418584638
33	0.4139007293
34	0.4071004052
35	0.4013869798
36	0.3970763604
37	0.392305722
38	0.3862047103
39	0.3829581055
40	0.3771179556
41	0.3724364568
42	0.3691685796
43	0.3643748391
44	0.3600260528
45	0.3562254447
46	0.3515046928
47	0.3476982837
48	0.3432049106
49	0.3390524167
50	0.3355127026
51	0.3312902912
52	0.3276687303
53	0.3235243111
54	0.3203157616
55	0.3163060632
56	0.3122751148
57	0.3088229532
58	0.3061897331
59	0.3038269179
60	0.3011235579
61	0.2981506276
62	0.2954104656
63	0.2925844556
64	0.289910184
65	0.286385498
66	0.2835045459
67	0.2803465729
68	0.2772881409
69	0.2740948245
70	0.270615946
71	0.2681909496
72	0.2659563899
73	0.2634755151
74	0.2606753248
75	0.258034751
76	0.2553483523
77	0.2525094176
78	0.2501820215
79	0.2481109887
80	0.2462760556
81	0.2447348424
82	0.2427213554
83	0.2401166409
84	0.2378699933
85	0.2358497216
86	0.2340537126
87	0.2322346544
88	0.230398832
89	0.2285828444
90	0.2268629325
91	0.2248094961
92	0.2233775404
93	0.2218146807
94	0.2200191846
95	0.2181376148
96	0.2168172174
97	0.2151503154
98	0.2132620034
99	0.2111986003
100	0.2090274012
101	0.2072716237
102	0.2054707394
103	0.2035503312
104	0.2021350626
105	0.2006396081
106	0.199048251
107	0.1969974632
108	0.1956851909
109	0.1942003692
110	0.1927663639
111	0.1915335309
112	0.1903048426
113	0.189147395
114	0.1877427759
115	0.1865430596
116	0.1852192794
117	0.1841082802
118	0.182867365
119	0.1817789436
120	0.1804142066
121	0.1794116225
122	0.1780690548
123	0.1771161001
124	0.1760503739
125	0.1748278068
126	0.1738103576
127	0.1726527993
128	0.1712732467
129	0.1703496725
